"gene","phi_hat","phi_trend","df","statistic","p_over","p_under","p_two","padj_over","padj_two"
"0610043K17Rik",1.29369944238496,1.38354708432455,109,101.921532572058,0.671761634891801,0.328238365108199,0.656476730216398,0.810574428364005,0.999914573501146
"1110059E24Rik",1.47151798033838,1.4017831745677,128,134.36764322799,0.332479853350737,0.667520146649263,0.664959706701473,0.780635998240136,0.999914573501146
"1500002F19Rik",1.56913734111697,1.23490744572092,58,73.6978031026882,0.0801312753896847,0.919868724610315,0.160262550779369,0.780635998240136,0.999914573501146
"1500004A13Rik",1.44222385124836,1.42349695034089,208,210.736356679809,0.433986015569009,0.566013984430991,0.867972031138018,0.780635998240136,0.999914573501146
"1600010M07Rik",1.42509727890139,1.42483999914595,226,226.040808248481,0.486724500397854,0.513275499602146,0.973449000795708,0.780635998240136,0.999914573501146
"1600020E01Rik",1.45366030045334,1.40938315820165,137,141.303988204472,0.383033236756906,0.616966763243094,0.766066473513812,0.780635998240136,0.999914573501146
"1700025G04Rik",1.52425284020436,1.5073746785423,422,426.725158464435,0.426625326040844,0.573374673959156,0.853250652081688,0.780635998240136,0.999914573501146
"2210408F21Rik",1.53211859687567,1.567471737081,764,746.768557494269,0.665342708885187,0.334657291114813,0.669314582229625,0.808032326499942,0.999914573501146
"2210408I21Rik",1.79970342306646,1.42422250868911,176,222.400503100629,0.0101989334842827,0.989801066515717,0.0203978669685654,0.32329852308072,0.382210698397651
"2610035D17Rik",1.66195953335224,1.48535957407255,325,363.640466435029,0.0687333445789788,0.931266655421021,0.137466689157958,0.780635998240136,0.999914573501146
"2610037D02Rik",1.49942662099704,1.46168551783129,334,342.623967538558,0.360701336736871,0.639298663263129,0.721402673473742,0.780635998240136,0.999914573501146
"2610307P16Rik",1.55553578408583,1.41562324379821,109,119.772970109216,0.22611305129298,0.77388694870702,0.45222610258596,0.780635998240136,0.999914573501146
"2700049A03Rik",1.36848798615732,1.38541722625402,115,113.594746352054,0.519547531665645,0.480452468334355,0.96090493666871,0.780635998240136,0.999914573501146
"2700097O09Rik",1.41565676978095,1.39185982157692,125,127.137153813474,0.429941572749389,0.570058427250611,0.859883145498779,0.780635998240136,0.999914573501146
"2900026A02Rik",1.37931137811369,1.38478609513189,112,111.557210815306,0.494034831922012,0.505965168077988,0.988069663844025,0.780635998240136,0.999914573501146
"2900093K20Rik",1.38653998350649,1.24816722211107,61,67.7625060934099,0.257571827022007,0.742428172977993,0.515143654044015,0.780635998240136,0.999914573501146
"3110056K07Rik",1.41464855389895,1.43144509379198,171,168.9934904006,0.529030210974057,0.470969789025943,0.941939578051886,0.780676013113974,0.999914573501146
"3110082I17Rik",1.4322273957927,1.39027132983643,120,123.621399511522,0.391891451123072,0.608108548876928,0.783782902246145,0.780635998240136,0.999914573501146
"4632427E13Rik",1.44573591987029,1.51566762181622,519,495.053751635569,0.768595916586159,0.231404083413841,0.462808166827682,0.86570872271453,0.999914573501146
"4732440D04Rik",1.42504017425279,1.51053025150477,458,432.078999515304,0.80262402259009,0.19737597740991,0.39475195481982,0.887273858142,0.999914573501146
"4732471J01Rik",1.46421232181246,1.4042042317717,130,135.55549650741,0.351615260992707,0.648384739007293,0.703230521985414,0.780635998240136,0.999914573501146
"4833420G17Rik",1.31352398881364,1.42895885861427,166,152.590104906527,0.764212875741234,0.235787124258766,0.471574248517531,0.863015793264893,0.999914573501146
"4930438E09Rik",1.38592043155708,1.41493256626819,153,149.862849356484,0.556614579391396,0.443385420608604,0.886770841217208,0.783241356732578,0.999914573501146
"4930503L19Rik",1.42830481978641,1.421295337988,156,156.76935393463,0.467632156195434,0.532367843804566,0.935264312390867,0.780635998240136,0.999914573501146
"4930523C07Rik",1.55600192182935,1.47344843140373,335,353.769180314127,0.230366086915043,0.769633913084957,0.460732173830085,0.780635998240136,0.999914573501146
"4930578G10Rik",1.11412468835054,1.48215779400117,357,268.353690376931,0.999849733501851,0.000150266498148603,0.000300532996297206,1,0.013198407420719
"4930599N23Rik",1.48204352030549,1.38738657643142,117,124.98253538084,0.289866455565421,0.710133544434579,0.579732911130841,0.780635998240136,0.999914573501146
"4933406I18Rik",1.35566017108902,1.42314728443938,203,193.373530442058,0.674471787613331,0.325528212386668,0.651056424773337,0.81129045836742,0.999914573501146
"5031425E22Rik",1.44684889230956,1.55203217301717,683,636.712183308907,0.896834397267714,0.103165602732286,0.206331205464571,0.950252279185897,0.999914573501146
"5033421B08Rik",1.53587053818229,1.19026604268487,47,60.6468744850847,0.0872490133136505,0.912750986686349,0.174498026627301,0.780635998240136,0.999914573501146
"5330438D12Rik",1.51486595889504,1.42427846546097,211,224.420101179723,0.250723704520718,0.749276295479282,0.501447409041435,0.780635998240136,0.999914573501146
