"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"1700025G04Rik",TRUE,3,73.1600389649912,33,2.21697087772701,0.539560439558693,0.5,0.542857142855251,2.22701459614225,121.167363262558,"sex",2,0.857571357608245,FALSE,1.00486361346442e-15,0.899342432508145,1.11733148258332e-15,0.999999999999999,0.171850256919035,0.949703670088848,0.180951450785652,0.857512468043816
"2010001K21Rik",TRUE,4,79.4703513937624,45,1.76600780875028,0.630877573129971,0.591549295774648,0.699999999996903,1.93592147772213,4.50821769305199,"sex",2,0.45538259941255,FALSE,0.847297860372457,0.577783714191844,1.46646199877334,0.149476352903626,-0.476924072075562,0.644644148684568,-0.73982533316831,0.463248341520017
"2610037D02Rik",TRUE,4,62.6959964264755,47,1.33395737077607,0.347517730496631,0.2500000000004,0.425531914893617,1.24109724924667,998.999999999999,"sex",2,0.216368245301244,FALSE,-1.09861228866598,0.587592514021575,-1.86968394329415,0.0677643273380638,0.79850769621564,0.659861812866647,1.21011351262573,0.23228640249576
"2610307P16Rik",TRUE,4,124.635726873702,74,1.68426657937435,0.4079186602871,0.320000000000032,0.526315789473684,2.31322702298596,1.08793261376685,"sex",2,0.018601471952571,FALSE,0.105360515657827,0.263441675575977,0.39993867875108,0.690353810558102,-0.859132318034061,0.360322610745394,-2.38434195471882,0.0196735754241305
"4732440D04Rik",TRUE,4,79.9611483822545,49,1.63186017106642,0.312597962382784,0.310344827586439,0.318181818182422,1.56890358341687,998.999999999999,"sex",2,0.953342141812892,FALSE,-0.762140052044113,0.525036799227694,-1.45159358956399,0.152987540764502,-0.0363676441725736,0.617776667999927,-0.058868594520274,0.953296202059481
"5031425E22Rik",TRUE,3,74.0373999817529,53,1.39693207512741,0.605412956032066,0.53333333330625,0.782608695233032,1.50050446362412,3.83241210218912,"sex",2,0.0456785008647985,FALSE,1.28093384299844,0.52746647830687,2.42846492749671,0.018589063851852,-1.14740245048273,0.59256040364446,-1.93634681532177,0.0581655139288484
"9530026P05Rik",TRUE,3,200.353273476283,117,1.71242114082293,0.513663021089973,0.497907949790803,0.54887218042812,3.12887019600109,0.502962770329444,"sex",2,0.412675266013811,FALSE,0.19611487883337,0.1999291066504,0.980922098433125,0.328655178621482,-0.204483128503853,0.249004516852832,-0.821202486960136,0.413201098696634
"Aak1",TRUE,3,84.1584419336567,49,1.71751922313585,0.485294117653382,0.478260869578911,0.488888888891445,1.33332419690825,998.999999999999,"sex",2,0.941021741349357,FALSE,-0.0870113769347531,0.465716189850011,-0.186833481058015,0.852562622891211,0.0425596143741493,0.572357001978306,0.0743585109067337,0.941027859054683
"Abca1",TRUE,4,52.495789153935,34,1.54399379864515,0.498762498762499,0.378378378378378,0.615384615384615,1.75069635330768,2.63177104672604,"sex",2,0.092358096170642,FALSE,-0.496436886313891,0.364367447340433,-1.36246223403723,0.182009710895021,0.966440515559627,0.56614179833562,1.70706441107304,0.0969285232437787
"Abca8a",TRUE,4,36.5010367760077,16,2.28131479850048,0.636951297932108,0.612244897959184,0.777777777777778,3.80083653929891,0.843235581366031,"sex",2,0.350935609026534,FALSE,1.25276296849537,0.764829674841973,1.63796333968633,0.12094232952502,-0.796004565999654,0.861052296955013,-0.92445553982564,0.36898237293016
"Abcb1b",TRUE,24,4.66942040587878e-10,17,2.74671788581105e-11,0.999999999995423,0.99999999999542,0.999999999995435,2.68385756115991,0,"sex",2,NA,FALSE,26.1126989216563,0.613261868728041,42.5800139438252,1.02331768511747e-18,-0.00345934821157347,0.667696593644148,-0.00518101821171961,0.995926477611059
"Abi1",TRUE,5,134.905169870572,119,1.13365688966867,0.923241311895364,0.89247311827957,0.928735632183901,4.07077121356048,0.0455061924493181,"sex",2,0.34285501968552,FALSE,2.11625551480255,0.400546465684353,5.28342076664395,5.8130244850875e-07,0.451172158673353,0.458443820327315,0.984138380033631,0.327044178591097
"Abi3bp",TRUE,3,43.6450620911095,27,1.6164837811522,0.482446808197706,0.400000000012161,0.593749999248191,1.61909877229612,235.749854291536,"sex",2,0.267166395640881,FALSE,-0.405465108057492,0.578031769354049,-0.701458171599461,0.489019625496738,0.784954726645584,0.699963517219383,1.12142234178694,0.271983169560354
"Ablim1",TRUE,3,84.478295550495,72,1.17330966042354,0.459200016282963,0.455284552848798,0.468085106383569,2.29737521333021,0.154181097334927,"sex",2,0.87367355651703,FALSE,-0.127833371507513,0.274363388504984,-0.465927222302077,0.642674064463724,-0.05150755713512,0.322727020308138,-0.159601006094689,0.873642270471491
