"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"Actn2_rep2",0.5196,0.5209941244492,3000,0.1441,0.145394101348943,0.138487257460286,0.103580534501367,-0.151613457594067,0.581866471300867,1
"Actn2",0.5148,0.511181516938993,3000,0.1514,0.151310384936068,0.143289394592355,0.0882474151190387,-0.328211835667389,0.417825368235707,1
"Actn2_rep1",0.5249,0.530388799043104,3000,0.166,0.157760022694467,0.144672141328682,0.101459311445318,0.546182457293071,1,1
"Myom1",0.5273,0.526806169458059,3000,0.0863,0.134768005804428,0.155781667531963,0.162054830195774,-3.96929324897246,0.00483916196555167,0.268842331419537
"Pln",0.5744,0.572729223075666,3000,0.2172,0.196326254854058,0.173879633247098,0.433879664244084,1.31694933035124,1,1
"Pln_rep1",0.6167,0.611791700008467,3000,0.2289,0.203557232314809,0.178137746155485,0.709811796434672,10.0721679352346,1,1
"Pln_rep3",0.568,0.563749639727847,3000,0.2183,0.201726436165917,0.181489510170744,0.408402663797928,1.94716576072915,1,1
"Pln_rep4",0.5717,0.567990101006293,3000,0.2254,0.204738563759115,0.181972033048088,0.426442262551093,1.40976999598388,1,1
"Pln_rep2",0.5719,0.574781956484632,3000,0.2068,0.1978339835374,0.182214437522788,0.397227102710482,0.296524509029041,1,1
"Ank2",0.3792,0.377612828710779,3000,0.2774,0.225354470055281,0.183299393931099,-0.715840389334872,26.8734446292792,1,1
"Mast2_rep1",0.3278,0.326508699009271,3000,0.1339,0.178097708799191,0.194352567239298,-1.02533578354277,4.27836468145233,1,1
"Mast2_rep3",0.4852,0.484118752013599,3000,0.1256,0.175130718643428,0.194634984274729,-0.075617046644695,-1.06239213292065,0.144933186191872,1
"Mast2",0.6821,0.681487485286164,3000,0.2001,0.210337413045312,0.205197342191206,1.08445307897783,24.6819501332202,1,1
"Mast2_rep2",0.4855,0.488232822174599,3000,0.13,0.183782335462434,0.205296887029625,-0.0923470880392492,-4.77732035183362,0.00199444547415209,0.142460391010864
"Arhgap26",0.4865,0.481466436905643,3000,0.1605,0.200119925721108,0.212559833218039,-0.0707671842313748,-1.39183068852344,0.095230235795456,1
"Mir99ahg",0.7129,0.71692122546802,3000,0.2821,0.25317268355575,0.223061078684148,1.2734772313921,47.8666163866792,1,1
"Synpo2",0.368,0.360822338037699,3000,0.4454,0.331312128448286,0.247692057516681,-0.725831120146994,3.74897770870393,1,1
"Pam",0.4235,0.422910317634545,3000,0.4898,0.36013698135684,0.265965216192347,-0.397753777864321,3.64425840717831,1,1
"Camk2d_rep1",0.4746,0.474805261108326,3000,0.2398,0.315676598230366,0.343059391030513,-0.153973596750727,-3.25276884520645,0.010753903971812,0.525259002474536
"Ifrd1",0.6239,0.622785758523182,3000,0.3227,0.349043525506099,0.345939811289648,0.749892714888526,1.28258509680018,1,1
"Camk2d",0.4727,0.476994556795409,3000,0.2352,0.318575782912187,0.350155412434547,-0.183495640848587,-1.30575303721798,0.106090963488735,1
"Msrb3",0.4905,0.49405487797399,3000,0.2625,0.334468236608243,0.35859448671299,-0.0532420212769794,-1.34449365368482,0.101044014255012,1
"Ifrd1_rep1",0.4839,0.486317731590925,3000,0.2964,0.359533854733507,0.37721604079631,-0.0927402090387305,-1.03226855562298,0.150760699898749,1
"Sptbn1",0.4952,0.494756281463634,3000,0.1752,0.33662262574817,0.412518957059371,-0.0249868637926683,-3.18889695653388,0.0115556980544398,0.525259002474536
"Gm35330",0.8033,0.800169228157463,3000,0.2972,0.395423931430841,0.431568151272037,2.04331936296758,7.22914671689614,1,1
"Sptbn1_rep1",0.3924,0.395746955250632,3000,0.1742,0.349294118110483,0.432452549727411,-0.630525664522116,-2.05103477590592,0.0428307555805176,1
"Gm35330_rep1",0.8051,0.810262490098481,3000,0.3315,0.414618913767495,0.440991287627554,2.00808612135092,5.28049373980411,1,1
"Ghr",0.5255,0.524003619916662,3000,0.482,0.477808055644893,0.450212170321633,0.121031706377207,0.269689522474891,1,1
"Ghr_rep1",0.5194,0.516739058702449,3000,0.4434,0.464870677750451,0.452840481817521,0.133938967068504,-0.283875043143325,0.451154359818516,1
"Gm20619_rep1",0.5396,0.542705820134335,3000,0.7915,0.617368498128644,0.483857486141816,0.189630670157702,12.5741210852079,1,1
"Cdh13_rep1",0.52,0.521241759592031,3000,0.4679,0.51315843517587,0.512381983325279,0.072250979325718,-1.77692362604103,0.0594075583138287,1
"Gm20619",0.4012,0.4020125317324,3000,0.7294,0.61327176224028,0.513618404861654,-0.576530594539901,1.61110367693391,1,1
"Cdh13",0.5234,0.520650459717442,3000,0.4452,0.512885726736986,0.525131466636289,0.157061723161923,-0.720753256939588,0.229895709278029,1
"Gm20619_rep2",0.4501,0.450845477207977,3000,0.6907,0.608283628391605,0.528445861763445,-0.291371425004477,1.0924938653784,1,1
"Resf1_rep2",0.2671,0.265365181148116,3000,1.0834,0.793196627180997,0.58310364858111,-1.43579099805927,7.292714220986,1,1
"Resf1_rep1",0.3133,0.312399463434344,3000,0.9521,0.764669765289537,0.615687621518886,-1.11524838166073,1.68408890572164,1,1
"Resf1",0.5588,0.558616332624914,3000,0.993,0.793820381855316,0.636488329887019,0.382925902667321,-0.211900126123965,0.515046857618283,1
"Resf1_rep3",0.3144,0.314266903930898,3000,0.9808,0.805907355214382,0.662025167197433,-1.10218039480648,1.08694603559206,1,1
"Slc25a13",0.3529,0.35396022262338,3000,0.47,0.617376189311843,0.670339233142289,-0.866763111220364,-0.564546031742339,0.287969086247051,1
"Adra1a",0.3428,0.34525275039775,3000,0.8425,0.763790509105972,0.677912704241187,-0.935447291504022,1.05915230246228,1,1
"Pdzrn4",0.7224,0.723844410725443,3000,2.5933,1.46166876097691,0.728341420932071,1.33725899085552,11.9322398066283,1,1
"Pdzrn4_rep1",0.6,0.600440115734035,3000,2.345,1.41281802401097,0.797744062006081,0.561227851928796,0.254423703332577,1,1
"Tecrl",0.3811,0.382101708699985,3000,0.5021,0.713113296092648,0.797943707565504,-0.729315028048548,-0.446773568640765,0.344517874149218,1
"Serpine1_rep1",0.4047,0.404018734968735,3000,11.4457,4.87727438064487,0.810717737371594,-0.576930153731582,0.141998138612962,1,1
"Tecrl_rep1",0.3982,0.399630132114188,3000,0.5428,0.737742841314304,0.81195523296738,-0.598976596019063,-0.395035641536197,0.374078571935517,1
