"","AR","N","log2FC","llr_var","pval_var"
"1110002E22Rik",0.316666666666667,10,-0.415037499278844,-5002.44730216642,0
"1110059E24Rik",0.516666666666667,10,-0.51937415909358,-10375.9144864556,0
"1500004A13Rik",0.601190476190476,14,-0.122856747785534,-4783.09226762975,0
"1600010M07Rik",0.473684210526316,19,-0.334419039070559,-934.744850772021,0
"1600020E01Rik",0.208333333333333,12,-1.92599941855622,-4095.08243871905,0
"1700025G04Rik",0.488825396825397,75,0.0637255976103872,4859.44923274127,1
"1700087I21Rik",0.0454545454545454,11,-3.26303440583379,-4650.60409511691,0
"1700109H08Rik",0.458333333333333,12,-0.356143810225275,-7778.30607473479,0
"2210408F21Rik",0.507098948670377,175,0.064851144349968,5049.43682402623,1
"2210408I21Rik",0.511904761904762,14,0.186413124230881,-4966.29873395864,0
"2310014F06Rik",0.313988095238095,32,-0.917537839808027,3358.46704740022,1
"2310039L15Rik",0.75,12,1,-5681.2477494602,0
"2610008E11Rik",0.692307692307692,13,1.77444029958487,-4659.02923887754,0
"2610035D17Rik",0.885416666666667,16,2.78849589480629,-3634.88515798467,0
"2610037D02Rik",0.447058823529412,34,-0.297385910624571,4440.82599613323,1
"2610307P16Rik",0.500641025641026,39,-0.122484006524995,4553.71764583753,1
"2700097O09Rik",0.559316770186335,23,0.73039294024272,-12.2817407223874,7.19015256237475e-07
"3110056K07Rik",0.525641025641026,13,-0.238159737194765,-8552.83288007893,0
"3222401L13Rik",0.353846153846154,26,-0.473931188332412,-277.491803611902,1.0371984526051e-122
"4632427E13Rik",0.524259259259259,90,0.221079089392415,4548.27956235388,1
"4732440D04Rik",0.335296416546417,132,-1.16364264919066,5054.07008569891,1
"4833422C13Rik",0.578125,16,0.982297998266541,3805.91440669349,1
"4921524J17Rik",0.416666666666667,10,-0.652076696579693,-6487.95869874928,0
"4930506C21Rik",0.394736842105263,19,-1,292.600642911658,1
"4930523C07Rik",0.430555555555556,12,-0.104336659814736,-5736.04257023076,0
"4933431K23Rik",0.458974358974359,26,-0.219009781941796,-117.53958341434,4.65277783048355e-53
"5031425E22Rik",0.563807488807489,117,0.337950112611705,4646.14399756535,1
"5330438D12Rik",0.54320987654321,27,-0.181838322985813,4766.44575051307,1
"5430405H02Rik",0.357142857142857,14,-0.700439718141092,-4710.20299141854,0
"5430431A17Rik",0.462962962962963,27,-0.125530882083859,-143.564278456524,2.10004373997811e-64
"6030443J06Rik",0.841666666666667,10,1.51457317282976,-4310.69373377051,0
"6720427I07Rik",0.579365079365079,21,0.437405312307298,2743.66863543498,1
"6820431F20Rik",0.6875,16,1.89308479608349,-6649.85209752475,0
"9330159M07Rik",0.0927598971077232,69,-3.14684138832927,4770.67733180361,1
"9330188P03Rik",0.743589743589744,13,1.38466385023533,-4049.95105806133,0
"9530026P05Rik",0.561154541158846,303,0.376831495442247,5787.29547374808,1
"AU040320",0.777777777777778,18,0.489384840738925,34.1049836099201,1
"AW554918",0.521825396825397,42,0.0780025120012731,4446.9402350064,1
"Aaas",0.05,10,-5.97727992349992,-5399.06583106161,0
"Aak1",0.422619047619048,92,-0.0728788799170957,4593.44149427322,1
"Aamdc",0.55,10,-0.509013647487857,-4526.19861430512,0
"Abca1",0.44,25,-0.106915203916512,6155.79877663696,1
"Abca6",0.625806451612903,31,0.966052668076662,6057.05434649079,1
"Abca8a",0.695283796959055,97,1.12009384549031,4961.36854693437,1
"Abca8b",0.663194444444444,32,0.765534746362977,10.4390595731793,1
"Abca9",0.588235294117647,17,-0.0310268956206241,368.374210836813,1
"Abcc1",0.411111111111111,15,-0.485426827170242,-4903.6896697124,0
"Abcc5",0.491242937853107,59,-0.0119726416660759,4473.06586108898,1
"Abcc9",0.425,144,-0.311768228667141,4505.55667076699,1
"Abcd3",0.625595238095238,56,0.524266569033602,4476.16641977497,1
"Abhd17b",0.3375,20,-0.549338590990434,-32.7572312275906,5.76890595524587e-16
"Abhd18",0.496134453781513,85,-0.0415791037513995,4796.32842325214,1
"Abhd2",0.285714285714286,14,-0.788495894806288,-4624.07553469509,0
"Abhd5",0.55,10,0,-8361.12474051784,0
"Abhd6",0.136363636363636,11,-2.12553088208386,-3266.59154386828,0
"Abi1",0.679760950854701,96,1.11640949211531,4607.42552120943,1
"Abi2",0.44047619047619,35,-0.207804885113402,4646.25754502931,1
"Abl2",0.491111111111111,15,0.0269670476002695,-4936.04010639015,0
"Ablim1",0.477443511864207,262,-0.0489096004809466,7228.24051391726,1
"Ablim2",0.58974358974359,13,0.048909600480946,-4018.86374587736,0
"Ablim3",0.380952380952381,14,-0.0473057147783571,44.4302896511663,1
"Abr",0.517857142857143,14,0.115477217419936,-4875.47396530242,0
"Abra",0.346802272122341,85,-0.94865311999978,5217.72671698092,1
"Abtb2",0.486309523809524,84,0.059239203374676,4970.87194840199,1
"Abtb3",0.742424242424242,11,0.637429920615292,-6129.81516471802,0
"Acaca",0.517543859649123,19,-0.175849835399418,5.80784189701899,1
"Acacb",0.501657435042528,161,0.0647056893878153,4927.46064585024,1
"Acad10",0.507936507936508,21,0.192645077942396,-290.28269481661,2.82551150182968e-128
"Acad11",0.515625,16,0.618909832644494,-340.775987947461,3.07202359319627e-150
"Acadl",0.448724954462659,61,-0.254572827085598,4470.20338456338,1
"Acadm",0.503100775193798,43,0.134649526694782,4022.00022147301,1
"Acadsb",0.4375,28,-0.254572827085598,-141.150307060995,2.36733464963608e-63
"Acap2",0.505208333333333,32,-0.111031312388744,4513.56452133755,1
"Acat1",0.586507936507937,63,0.456857674973471,4655.61651597536,1
"Acbd3",0.568421052631579,19,0.278301162487105,-215.192989411569,1.33930617930316e-95
"Acbd5",0.495098039215686,17,0.495957494662411,-6039.23318071837,0
"Acbd6",0.4,15,-0.0627357553479624,-5097.06863214487,0
"Acer2",0.512878787878788,44,0.03005723385618,4672.9884020409,1
"Acer3",0.5,17,0.169925001442313,-122.380014580717,3.60452619312878e-55
"Acin1",0.523148148148148,18,0.0631938264871938,-529.043791921199,4.2507958592378e-232
"Ackr3",0.663978494623656,31,0.937264244652038,4459.58054585952,1
"Aco2",0.455409339922614,113,-0.270089163367744,4892.58301004615,1
"Acot11",0.380952380952381,14,-0.597901556428655,-6148.79067660396,0
"Acot13",0.411904761904762,42,-0.41046476948902,4619.99355838749,1
"Acot7",0.5,13,0.331205908475373,-10031.9801574841,0
"Acox1",0.455645161290323,62,-0.265053573470446,4544.26814794736,1
"Acsl1",0.430064247921391,84,-0.297680548640685,4691.91678717526,1
"Acsm5",0.0769230769230769,13,-3.4374053123073,-5111.80923135361,0
"Acss1",0.5964072543618,132,0.483560468512943,5117.81198581036,1
"Acss3",0.366666666666667,10,-0.637429920615292,-4509.92306087514,0
"Actc1",0.3979745697137,138,-0.401666735910385,5356.61301510272,1
"Actc1dt",0.458771929824561,38,-0.28590887208638,4684.9504438604,1
"Actn1",0.606666666666667,10,1.17833724125851,-4865.55056205913,0
"Actn2",0.476830397727197,234,-0.0723004746050313,6731.19959139642,1
"Actn4",0.558333333333333,20,-0.0255350921071376,-1211.23171191314,0
"Actr10",0.535714285714286,14,-0.0347654181606765,-9576.65996869215,0
"Actr2",0.621794871794872,26,0.331205908475373,4700.84325358985,1
"Actr3",0.466339869281046,51,-0.228624375047963,4421.69590752003,1
"Actr3b",0.75,14,0.71822903158462,-89.9707920446481,4.99085430014996e-41
"Acvr1",0.356060606060606,22,-0.0888092669578562,-283.488329306495,2.55257043706569e-125
"Acvr2a",0.454022988505747,29,0.212544635380101,4770.29324022739,1
"Acyp2",0.432310778711664,256,-0.427570177845685,6131.51700928753,1
"Adam10",0.386111111111111,24,-0.504042505337589,-423.54221854374,3.12908351496701e-186
"Adam17",0.375,18,-0.697437229979569,-243.159739025646,9.00861177176916e-108
"Adam19",0.394713478611784,59,-0.73039294024272,4469.85818265247,1
"Adam22",0.65462962962963,45,1.0962153152593,17.1559207959708,1
"Adam9",0.36231884057971,23,-0.263034405833793,-47.7193267607208,1.52545910067314e-22
"Adamts1",0.572530864197531,27,0.331843563752445,81.5339590501162,1
"Adamts12",0.375905797101449,46,-0.772589503896927,4895.15912283508,1
"Adamts17",0.85,10,0.736965594166206,-3363.27777851751,0
"Adamts2",0.601111111111111,30,0.426264754702098,5894.45912431832,1
"Adamts3",0.694444444444444,12,0.748461233004035,-7435.14107906246,0
"Adamts6",0.462962962962963,27,-0.38060400221497,4644.82776625659,1
"Adamts9",0.6039227072943,82,0.408911396482002,5122.24080699221,1
"Adamtsl5",0.393030303030303,65,-0.52954938040255,4843.68710881389,1
"Adap2",0.523809523809524,56,0.243042930646328,7373.23326423373,1
"Adap2os",0.348484848484849,11,0.425305834732671,-5240.81960875245,0
"Adar",0.681818181818182,11,0.862496476250065,-4394.4174101053,0
"Adarb1",0.423333333333333,30,-0.0374747054186626,4980.63954480028,1
"Adck1",0.337962962962963,18,-0.0588936890535687,-4634.11890837412,0
"Adcy5",0.404166666666667,20,-0.369233809665719,-2185.31717178783,0
"Adcy6",0.421212121212121,66,-0.347098670622268,4560.22878866902,1
"Adcy8",0.366666666666667,10,-1.66742466091313,-8421.36590640837,0
"Adcy9",0.497912087912088,65,0.227667363377122,7597.4926032282,1
"Add1",0.493055555555556,12,0.321928094887362,-3510.93708230808,0
"Adgra3",0.504385964912281,19,-0.160464672193246,-66.7214527121996,7.2333233006182e-31
"Adgrf5",0.481818181818182,22,0.280107919192735,4832.85191794506,1
"Adgrl2",0.536489898989899,66,0.275179835695883,4728.19933036,1
"Adgrl3",0.420795660036166,79,-0.635085980146992,4570.93770243643,1
"Adgrl4",0.453238095238095,25,-0.376148485885249,-78.3356751080091,6.03899574168013e-36
"Adhfe1",0.378787878787879,22,0.121306296222134,-1359.33446653346,0
"Adipor2",0.676470588235294,17,0.747233929620033,-628.884805764978,1.70056803043997e-275
"Adk",0.467083933392079,241,-0.170722290791639,6261.53654917434,1
"Adprhl1",0.474696339259446,103,-0.278155692858457,4663.40145543003,1
"Adra1a",0.377310878569871,139,-0.828519532055646,5479.26403815607,1
"Adss2",0.378787878787879,11,-0.20945336562895,-5355.1914022905,0
"Aebp2",0.419753086419753,27,-0.20945336562895,4601.27225350131,1
"Afap1",0.423456790123457,27,-0.421137698815262,4561.67998359243,1
"Afap1l2",0.644444444444444,15,0,-7829.56003737524,0
"Aff1",0.471578552680915,127,-0.171271427149829,4713.86778741454,1
"Aff4",0.525641025641026,26,0.275634442613427,4997.38535289521,1
"Afg1l",0.52609126984127,72,0.236067358233525,4611.86005872059,1
"Afg2a",0.5,44,-0.100526875953964,4487.80775583374,1
"Afg3l2",0.403703703703704,54,-0.37851162325373,4503.19424612237,1
"Aftph",0.463768115942029,23,-0.0874628412503395,136.692276708607,1
"Agap1",0.426851851851852,72,-0.62276453343354,4697.61718738079,1
"Agfg1",0.450980392156863,34,0.0183785293148548,4688.97174650775,1
"Agl",0.553166666666667,100,0.187423591819651,4499.04843529026,1
"Agmo",0.650854700854701,39,0.908576972236405,6069.08675167869,1
"Ago2",0.652777777777778,12,0.0857298740258838,-4982.5212422252,0
"Ago3",0.422972972972973,74,-0.266514974568756,4408.89917263437,1
"Agps",0.566666666666667,15,0.595609744920665,1235.83787979128,1
"Agrn",0.511904761904762,14,0.101879614019214,-5184.70675029528,0
"Agtpbp1",0.572683747412008,92,0.520832163301441,4904.81979178053,1
"Agtr1a",0.579166666666667,30,0.239465934695389,4121.16780389319,1
