"","AR","N","log2FC","llr_mean","pval_mean"
"1110002E22Rik",0.316666666666667,10,-0.415037499278843,1.85422560522002,1
"1110059E24Rik",0.516666666666667,10,-0.51937415909358,-0.0392906623065556,0.779229240816571
"1500004A13Rik",0.601190476190476,14,-0.122856747785532,3.60973842081044,1
"1600010M07Rik",0.473684210526316,19,-0.33441903907056,-0.524396529701846,0.305785219928579
"1600020E01Rik",0.208333333333333,12,-1.92599941855622,-10.229176313549,6.09430086168522e-06
"1700025G04Rik",0.488825396825397,75,0.0637255976103874,0.167157006764342,1
"1700087I21Rik",0.0454545454545454,11,-3.26303440583379,-19.177856868133,5.89552212086382e-10
"1700109H08Rik",0.458333333333333,12,-0.356143810225275,-0.262369751761327,0.46882691715025
"2210408F21Rik",0.507098948670377,175,0.0648511443499682,-0.0606491021737838,0.727630725335303
"2210408I21Rik",0.511904761904762,14,0.186413124230882,-0.0336524825690816,0.795301938495677
"2310014F06Rik",0.313988095238095,32,-0.917537839808027,-4.37615484508574,0.00309210185003273
"2310039L15Rik",0.75,12,1,-0.00108486409315134,0.96284770047045
"2610008E11Rik",0.692307692307692,13,1.77444029958487,-10.5395222630775,4.40721538124434e-06
"2610035D17Rik",0.885416666666667,16,2.78849589480629,-20.0591583396196,2.39037113631156e-10
"2610037D02Rik",0.447058823529412,34,-0.29738591062457,-0.829335793874776,0.197782778888057
"2610307P16Rik",0.500641025641026,39,-0.122484006524994,0.140168275516757,1
"2700097O09Rik",0.559316770186335,23,0.730392940242719,-2.36562275665064,0.0296194288361061
"3110056K07Rik",0.525641025641026,13,-0.238159737194764,-0.018335009159884,0.848138445286889
"3222401L13Rik",0.353846153846154,26,-0.47393118833241,-0.834108303303182,0.196497575653808
"4632427E13Rik",0.524259259259259,90,0.221079089392415,-0.57302309722246,0.284378351668555
"4732440D04Rik",0.335296416546417,132,-1.16364264919066,-23.2452249004963,9.20660717553866e-12
"4833422C13Rik",0.578125,16,0.982297998266544,-3.73082608963949,0.00630271336966308
"4921524J17Rik",0.416666666666667,10,-0.652076696579692,-1.43514528850736,0.0902285778077025
"4930506C21Rik",0.394736842105263,19,-1,-4.20831041521178,0.0037180618385903
"4930523C07Rik",0.430555555555556,12,-0.104336659814736,0.27452357975325,1
"4933431K23Rik",0.458974358974359,26,-0.219009781941793,-0.142063079389246,0.594009451441177
"5031425E22Rik",0.563807488807489,117,0.337950112611705,-2.57512938440007,0.0232429090941765
"5330438D12Rik",0.54320987654321,27,-0.181838322985813,1.32396221247556,1
"5430405H02Rik",0.357142857142857,14,-0.700439718141094,-2.35782841885043,0.0298891449490431
"5430431A17Rik",0.462962962962963,27,-0.125530882083862,0.169454645015662,1
"6030443J06Rik",0.841666666666667,10,1.51457317282976,-3.48280574514176,0.00830910318813997
"6720427I07Rik",0.579365079365079,21,0.437405312307297,-0.599557414699461,0.273498667164273
"6820431F20Rik",0.6875,16,1.89308479608349,-13.152007869729,2.91681558271795e-07
"9330159M07Rik",0.0927598971077232,69,-3.14684138832927,-100.839967047796,8.97925178276805e-46
"9330188P03Rik",0.743589743589744,13,1.38466385023532,-4.10392127194048,0.00417097148554643
"9530026P05Rik",0.561154541158846,303,0.376831495442246,-5.70272644910028,0.000732288463054633
"AU040320",0.777777777777778,18,0.489384840738925,11.7679772442811,1
"AW554918",0.521825396825397,42,0.0780025120012722,0.0411842139725564,1
"Aaas",0.05,10,-5.97727992349992,-38.6117383483797,1.5266800042781e-18
"Aak1",0.422619047619048,92,-0.072878879917097,1.66225076980186,1
"Aamdc",0.55,10,-0.509013647487857,0.551765488243426,1
"Abca1",0.44,25,-0.106915203916512,0.14842916511337,1
"Abca6",0.625806451612903,31,0.966052668076662,-2.75965856052214,0.0188075991658498
"Abca8a",0.695283796959055,97,1.12009384549031,-20.3321501719061,1.80759540797562e-10
"Abca8b",0.663194444444444,32,0.765534746362979,-3.14357595601687,0.0121616323662271
"Abca9",0.588235294117647,17,-0.0310268956206241,0.238986187984523,1
"Abcc1",0.411111111111111,15,-0.485426827170243,-0.884012836617018,0.183626606367419
"Abcc5",0.491242937853107,59,-0.0119726416660761,0.0766133046670632,1
"Abcc9",0.425,144,-0.311768228667141,-0.165736716071876,0.564792763220035
"Abcd3",0.625595238095238,56,0.524266569033603,-0.503890362236376,0.3154350963733
"Abhd17b",0.3375,20,-0.549338590990436,2.1631940164428,1
"Abhd18",0.496134453781513,85,-0.0415791037513995,-0.0114229317807713,0.879858588809549
"Abhd2",0.285714285714286,14,-0.788495894806287,-1.12542230356167,0.133541497119124
"Abhd5",0.55,10,-3.5527136788005e-15,0.920329095143529,1
"Abhd6",0.136363636363636,11,-2.12553088208386,-8.10287725646856,5.68212490149121e-05
"Abi1",0.679760950854701,96,1.11640949211531,-6.68265589759119,0.000256321295151411
"Abi2",0.44047619047619,35,-0.207804885113399,-0.491987726343794,0.32121929781988
"Abl2",0.491111111111111,15,0.0269670476002699,0.309258624461592,1
"Ablim1",0.477443511864207,262,-0.0489096004809466,-0.656855071225436,0.251724010997975
"Ablim2",0.58974358974359,13,0.0489096004809482,0.236242571140139,1
"Ablim3",0.380952380952381,14,-0.0473057147783575,0.741334201179946,1
"Abr",0.517857142857143,14,0.115477217419933,0.03651324701692,1
"Abra",0.346802272122341,85,-0.948653119999776,-7.13117118264609,0.000159014596744075
"Abtb2",0.486309523809524,84,0.0592392033746731,0.0172159267938241,1
"Abtb3",0.742424242424242,11,0.637429920615292,2.60022172325639,1
