"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"9530026P05Rik",TRUE,4,320.58986732231,318.054222846384,152,151,0.00790930947725899
"Ablim1",TRUE,3,404.905429559155,402.792125009883,207,206,0.00521925465798889
"Actn2",TRUE,3,277.470415790146,277.430287241564,158,157,0.00014462280048011
"Acyp2",TRUE,4,245.604690735149,243.432939251411,148,147,0.00884246745140704
"Adk",TRUE,3,308.09954767305,308.096909417232,160,159,8.56299802631799e-06
"Airn",TRUE,4,1226.97249088244,1117.76409189293,176,175,0.0890063956617076
"Akap6",TRUE,3,277.618213527702,277.037665330629,170,169,0.00209117474569098
"Ank",TRUE,4,139.862377604374,139.024721445712,66,65,0.00598914570887144
"Ank2",TRUE,3,468.89192054975,468.677718691299,206,205,0.000456825654405635
"Ank3",TRUE,4,92.9627765504432,92.1763214609799,51,50,0.00845989242841194
"Ankrd17",TRUE,4,99.281638300678,99.2687685191441,56,55,0.000129629020573896
"Aopep",TRUE,3,130.156121138495,129.24949224052,77,76,0.00696570311134492
"Arhgap10",TRUE,4,141.508238294266,141.362366651814,86,85,0.00103083498325418
"Arhgap26",TRUE,3,328.230767312733,326.87956878753,187,186,0.00411661142026898
"Asap1",TRUE,4,98.029815566742,93.6560043603519,59,58,0.0446171522521355
"Asph",TRUE,3,78.4927427439219,78.3025079056579,59,58,0.00242359779533552
"Atp2a2",TRUE,3,492.781909065514,492.781832604112,243,242,1.55162761639183e-07
"Atxn1",TRUE,3,122.106075827851,119.535967164654,70,69,0.0210481636214461
"Bmpr1a",TRUE,3,167.2530457143,165.561943207717,68,67,0.0101110416217581
"Cacna1c",TRUE,3,631.269647627368,622.26227672865,263,262,0.014268658302474
"Cacna2d1",TRUE,4,312.035378007008,311.403200020857,136,135,0.00202598176587898
"Cacnb2",TRUE,4,552.283859752074,535.711407095173,228,227,0.0300071283349487
"Camk2d",TRUE,3,233.954033662092,233.888700009537,122,121,0.000279258500196389
"Ccdc141",TRUE,3,162.957128769804,159.471657132235,80,79,0.0213888871501501
"Cd36",TRUE,3,280.928092823902,274.728071045218,178,177,0.0220697820440841
"Cdh13",TRUE,4,168.546662871523,166.779945435386,87,86,0.0104820671381916
"Cdh2",TRUE,3,536.286554614776,529.925714290114,195,194,0.0118608983759262
"Celf2",TRUE,4,395.821574207323,393.732315294572,178,177,0.00527828458298363
"Chchd3",TRUE,4,149.088433999538,146.137785882111,96,95,0.0197912610540716
"Chrm2",TRUE,4,291.317093214548,289.865311259499,88,87,0.00498351105672912
"Ckmt2",TRUE,3,396.569943979197,396.339965164513,165,164,0.000579919931340322
"Clasp1",TRUE,3,133.68229144114,130.330023875315,63,62,0.0250763772051384
"Clic4",TRUE,4,160.009612005633,159.009293872481,83,82,0.00625161276634234
"Clip1",TRUE,3,95.6489189972212,95.0189880650922,91,90,0.00658586567138686
"Cmya5",TRUE,4,131.72415856587,130.585360111011,49,48,0.00864532722970379
"Cobll1",TRUE,4,139.353047724704,139.172519785687,86,85,0.00129547176731992
"Corin",TRUE,3,351.587359442732,351.58266796281,155,154,1.3343710449143e-05
"Cpeb3",TRUE,3,269.780628167013,269.769370643604,160,159,4.1728435006827e-05
"Cped1",TRUE,3,205.365819479572,204.238692550129,105,104,0.00548838619931924
"D830005E20Rik",TRUE,4,507.68072263019,507.471920553251,217,216,0.000411286203378491
"Daam1",TRUE,3,82.415534016271,82.3635806965838,52,51,0.000630382613027947
"Dip2c",TRUE,4,169.903811292513,166.375408538905,95,94,0.0207670606490057
"Dlc1",TRUE,3,623.378984202084,622.543463954445,366,365,0.00134030865462686
"Dst",TRUE,3,185.131393185334,185.09513918288,123,122,0.000195828496887152
"Ebf1",TRUE,3,480.869653010606,473.072150022788,211,210,0.0162154191660874
"Efna5",TRUE,4,378.084297380246,373.172208237495,102,101,0.0129920474793231
"Ehbp1",TRUE,4,187.229278486522,187.217871717625,92,91,6.09240658802079e-05
"Errfi1",TRUE,4,190.917455343457,186.950499771907,72,71,0.0207783807112546
"Esrrg",TRUE,3,206.179036387665,201.413295040187,133,132,0.0231145776553005
"Ext1",TRUE,4,233.606824526735,231.534460604273,91,90,0.00887116173365399
"Fbxl17",TRUE,4,89.753587687508,87.8553284143182,66,65,0.0211496757076592
"Fhl2",TRUE,3,1489.51033280833,1476.28552918843,242,241,0.00887862496057312
"Fhod3",TRUE,4,480.182742907855,477.815160789888,226,225,0.00493058560087023
"Filip1",TRUE,3,222.73605006371,222.656773961816,132,131,0.000355919492472268
"Fry",TRUE,3,212.393671176355,206.06367155916,123,122,0.0298031461207695
"Ghr",TRUE,3,130.129308709221,128.837750048703,65,64,0.0099251942035895
"Gm20619",TRUE,3,157.763440908094,155.895219078135,64,63,0.0118419186295974
"Gm35330",TRUE,4,137.691307512685,137.15639417361,52,51,0.00388487369854584
"Gm37376",TRUE,3,55.1545574699778,55.1198650002052,59,58,0.000629004589359217
"Gpcpd1",TRUE,3,377.111442811199,376.94181929844,157,156,0.000449796780216394
"Grm1",TRUE,6,55.0885516652806,53.7219521739477,150,149,0.0248073229377382
"Gucy1a2",TRUE,3,180.23895205421,179.666689461201,89,88,0.00317502175021911
"Ifrd1",TRUE,3,138.753345332956,137.080679612511,55,54,0.0120549577844897
"Itga1",TRUE,4,108.343900540452,108.048037620299,60,59,0.00273077597056337
"Ivns1abp",TRUE,3,103.971603209334,101.64996655841,74,73,0.0223295263250781
"Jph2",TRUE,4,143.855930818055,142.066908529233,79,78,0.0124362080773979
"Kcnd2",TRUE,4,423.09326983313,414.26988319462,117,116,0.0208544717385598
"Kcnj3",TRUE,3,243.126654669982,240.877284956665,68,67,0.0092518433092833
"Kif1b",TRUE,4,120.116176302646,115.780911466561,70,69,0.0360922647517683
"Lama2",TRUE,4,745.331351455334,719.884467909213,297,296,0.0341417055601291
"Ldb3",TRUE,3,259.952163359074,257.163998870799,176,175,0.0107256829573834
"Lhfpl6",TRUE,3,331.371296095969,321.86547670336,138,137,0.0286863089971926
"Limch1",TRUE,4,329.6545347176,325.119323394045,182,181,0.013757466820347
"Lims1",TRUE,3,199.92029487282,196.107759781084,82,81,0.0190702754523333
"Lmo7",TRUE,3,299.43143578484,298.026382370211,187,186,0.00469240449302299
"Lmod2",TRUE,3,175.284526200539,174.970018475528,81,80,0.00179426976144881
"Lncpint",TRUE,3,399.989148112356,399.738427801783,225,224,0.000626817781822386
"Lpl",TRUE,3,205.719244394685,205.491470881606,120,119,0.00110720566638944
"Lpp",TRUE,3,177.193634585468,168.51831379717,102,101,0.0489595509939905
"Lrrc2",TRUE,4,136.071693117507,132.169999528457,61,60,0.0286738078997902
"Luc7l2",TRUE,3,172.746910488294,167.176723328824,162,161,0.032244785991975
"Magi1",TRUE,4,171.835149484793,168.56976173323,75,74,0.0190030256402896
"Malat1",TRUE,3,1174.16595152013,1149.69970147538,379,378,0.0208371312531006
"Man1a",TRUE,4,118.15330454897,117.917671087478,50,49,0.00199430276107448
"Mast2",TRUE,3,241.010584422288,240.984234015888,169,168,0.000109332984123744
"Mast4",TRUE,3,484.907568667435,484.738225309266,272,271,0.0003492281191525
