gene,condition
Epas1,F1_Aged
Eprs1,F1_Aged
Evi5,F1_Aged
Exoc3,F1_Aged
Fam135a,F1_Aged
Fam222b,F1_Aged
Fbxo11,F1_Aged
Fbxo8,F1_Aged
Fbxw11,F1_Aged
Fbxw7,F1_Aged
Fermt2,F1_Aged
Fhl2,F1_Aged
Fip1l1,F1_Aged
Foxo1,F1_Aged
Fryl,F1_Aged
Fut8,F1_Aged
Fxr1,F1_Aged
Fxyd1,F1_Aged
Fyttd1,F1_Aged
Gatad2b,F1_Aged
Gipc2,F1_Aged
Gja1,F1_Aged
Gm12353,F1_Aged
Gm12940,F1_Aged
Gm24474,F1_Aged
Gm26632,F1_Aged
Gm3587,F1_Aged
Gm5532,F1_Aged
Gm8189,F1_Aged
Gm9895,F1_Aged
Gmds,F1_Aged
Got2,F1_Aged
Gpbp1l1,F1_Aged
Gsk3b,F1_Aged
Gys1,F1_Aged
Hapstr1,F1_Aged
Heatr5a,F1_Aged
Hectd1,F1_Aged
Hectd2os,F1_Aged
Hlf,F1_Aged
Hsp90b1,F1_Aged
Igf2r,F1_Aged
Il15,F1_Aged
Il6st,F1_Aged
Itpkb,F1_Aged
Jarid2,F1_Aged
Kansl1l,F1_Aged
Kat6a,F1_Aged
Kcnq5,F1_Aged
Kdm7a,F1_Aged
Khdc4,F1_Aged
Kitl,F1_Aged
Kiz,F1_Aged
Klhl24,F1_Aged
Kmt5a,F1_Aged
Larp1b,F1_Aged
Lats2,F1_Aged
Lbh,F1_Aged
Ldb2,F1_Aged
Lifr,F1_Aged
Lin52,F1_Aged
Lonp2,F1_Aged
Lrch3,F1_Aged
Lrpprc,F1_Aged
Lrrc2,F1_Aged
Macf1,F1_Aged
Man1a2,F1_Aged
Mapk1,F1_Aged
Marchf6,F1_Aged
Mark2,F1_Aged
Mark3,F1_Aged
Mccc2,F1_Aged
Med13,F1_Aged
Mef2c,F1_Aged
Memo1,F1_Aged
Mff,F1_Aged
Mfhas1,F1_Aged
Mga,F1_Aged
Mgrn1,F1_Aged
Mnat1,F1_Aged
Mon2,F1_Aged
Mpp7,F1_Aged
Mrps6,F1_Aged
Msra,F1_Aged
Myh6,F1_Aged
Myh9,F1_Aged
Myo10,F1_Aged
Myo6,F1_Aged
Myo9a,F1_Aged
Naa16,F1_Aged
Nampt,F1_Aged
Nbas,F1_Aged
Ncald,F1_Aged
Nedd4l,F1_Aged
Nek9,F1_Aged
Nfia,F1_Aged
Nfkb1,F1_Aged
Nid1,F1_Aged
Nos1ap,F1_Aged
Nr2c2,F1_Aged
Nr2f2,F1_Aged
Nrxn1,F1_Aged
Nsd3,F1_Aged
Nsmaf,F1_Aged
Ntn1,F1_Aged
Nudcd3,F1_Aged
Nudt3,F1_Aged
Opa1,F1_Aged
Osbpl3,F1_Aged
Osgepl1,F1_Aged
Pals1,F1_Aged
Pcdh7,F1_Aged
Pcm1,F1_Aged
Pcmt1,F1_Aged
Pdlim1,F1_Aged
Pds5a,F1_Aged
Pdss2,F1_Aged
Peli1,F1_Aged
Pex13,F1_Aged
Phf20,F1_Aged
Phf21a,F1_Aged
Phip,F1_Aged
Phlda1,F1_Aged
Pi4ka,F1_Aged
Pik3r1,F1_Aged
Pkn2,F1_Aged
Plekha6,F1_Aged
Ppm1e,F1_Aged
Ppp1r14c,F1_Aged
Ppp4r3a,F1_Aged
Ppp4r3b,F1_Aged
Prdm5,F1_Aged
Prkag1,F1_Aged
Prkg1,F1_Aged
Prpf39,F1_Aged
Psma3,F1_Aged
Psmd1,F1_Aged
Ptpra,F1_Aged
Qrich1,F1_Aged
R3hcc1l,F1_Aged
Rab10,F1_Aged
Rab14,F1_Aged
Rab2a,F1_Aged
Rab3gap1,F1_Aged
Rabep1,F1_Aged
Raf1,F1_Aged
Rai1,F1_Aged
Rapgef6,F1_Aged
Rassf8,F1_Aged
Rb1cc1,F1_Aged
Rbfox2,F1_Aged
Rev3l,F1_Aged
Rgl1,F1_Aged
Rgs6,F1_Aged
Riok3,F1_Aged
Rnf169,F1_Aged
Rnls,F1_Aged
Rp1,F1_Aged
Rprd2,F1_Aged
Rufy3,F1_Aged
Ryr2,F1_Aged
Sacm1l,F1_Aged
Samd4,F1_Aged
Scfd1,F1_Aged
Sclt1,F1_Aged
Sdc2,F1_Aged
Sec24b,F1_Aged
Secisbp2,F1_Aged
Senp2,F1_Aged
Senp7,F1_Aged
Septin8,F1_Aged
Sgk3,F1_Aged
Sipa1l2,F1_Aged
Slc10a7,F1_Aged
Slc25a46,F1_Aged
Slc27a1,F1_Aged
Slc35f5,F1_Aged
Slc44a1,F1_Aged
Slc8a1,F1_Aged
Smap1,F1_Aged
Smarca5,F1_Aged
Smc5,F1_Aged
Smc6,F1_Aged
Smchd1,F1_Aged
Smim14,F1_Aged
Snapc3,F1_Aged
Snhg7,F1_Aged
Snrnp70,F1_Aged
Sntb1,F1_Aged
Snx13,F1_Aged
Snx29,F1_Aged
Socs2,F1_Aged
Sos2,F1_Aged
Sparc,F1_Aged
Sparcl1,F1_Aged
Spred1,F1_Aged
Srrm1,F1_Aged
Srsf2,F1_Aged
St7,F1_Aged
Stard7,F1_Aged
Stard9,F1_Aged
Stxbp5,F1_Aged
Suclg2,F1_Aged
Supt20,F1_Aged
Suz12,F1_Aged
Syk,F1_Aged
Synpo,F1_Aged
Tbc1d23,F1_Aged
Tcp11l2,F1_Aged
Tent2,F1_Aged
Tet2,F1_Aged
Tgm2,F1_Aged
Thada,F1_Aged
Tia1,F1_Aged
Tjp1,F1_Aged
Tlk1,F1_Aged
Tmem135,F1_Aged
Tmem87a,F1_Aged
Tnks2,F1_Aged
Tnpo1,F1_Aged
Trak1,F1_Aged
Trim24,F1_Aged
Trip4,F1_Aged
Trpc1,F1_Aged
Ttc17,F1_Aged
Ttn,F1_Aged
Tut4,F1_Aged
Tut7,F1_Aged
Ubac2,F1_Aged
Ubap2l,F1_Aged
Ube2r2,F1_Aged
Ube3a,F1_Aged
Ubn1,F1_Aged
Uqcrc2,F1_Aged
Urgcp,F1_Aged
Usp14,F1_Aged
Usp2,F1_Aged
Usp32,F1_Aged
Usp37,F1_Aged
Uvrag,F1_Aged
Wbp1l,F1_Aged
Xpo1,F1_Aged
Xpo7,F1_Aged
Xrn1,F1_Aged
Ypel2,F1_Aged
Ywhae,F1_Aged
Ywhaq,F1_Aged
Zbtb46,F1_Aged
Zbtb7c,F1_Aged
Zfand5,F1_Aged
Zfp236,F1_Aged
Zfp445,F1_Aged
Zfp638,F1_Aged
Zmym5,F1_Aged
Zup1,F1_Aged
Zyg11b,F1_Aged
Zzz3,F1_Aged
2700097O09Rik,F1_Young
AW554918,F1_Young
Acot13,F1_Young
Adam22,F1_Young
Afg3l2,F1_Young
Aftph,F1_Young
Agap1,F1_Young
Amd1,F1_Young
Angpt1,F1_Young
Arhgap12,F1_Young
Arhgap29,F1_Young
Arhgap32,F1_Young
Arid5b,F1_Young
Arnt,F1_Young
Atl2,F1_Young
Atp2b1,F1_Young
Atp6v0a1,F1_Young
Atp6v0d1,F1_Young
Atp6v1b2,F1_Young
Bach2,F1_Young
Baz2b,F1_Young
Bbs9,F1_Young
Btaf1,F1_Young
Btbd9,F1_Young
Cab39,F1_Young
Cbfa2t2,F1_Young
Cbfb,F1_Young
Cbl,F1_Young
Ccser2,F1_Young
Cdk8,F1_Young
Cecr2,F1_Young
Cemip2,F1_Young
Chd1,F1_Young
Chd7,F1_Young
Cipc,F1_Young
Ckap5,F1_Young
Clcn3,F1_Young
Cltc,F1_Young
Col5a2,F1_Young
Col5a3,F1_Young
Comt,F1_Young
Coq10b,F1_Young
Cpsf7,F1_Young
Creb1,F1_Young
Crk,F1_Young
Crppa,F1_Young
Csnk2a1,F1_Young
Cul3,F1_Young
Cwf19l2,F1_Young
Dapk1,F1_Young
Dcbld1,F1_Young
Ddi2,F1_Young
Ddx5,F1_Young
Desi2,F1_Young
Dicer1,F1_Young
Dis3l2,F1_Young
Dnajb6,F1_Young
Dnajc13,F1_Young
Dnajc3,F1_Young
Dock6,F1_Young
Dusp16,F1_Young
Dync1h1,F1_Young
Egln1,F1_Young
Eif4g1,F1_Young
Elp4,F1_Young
Etfdh,F1_Young
Ets1,F1_Young
Fam162a,F1_Young
Fblim1,F1_Young
Fbn1,F1_Young
Fbxl3,F1_Young
Fbxo28,F1_Young
Fbxo3,F1_Young
Fbxw4,F1_Young
Flnc,F1_Young
Fndc3a,F1_Young
Foxj3,F1_Young
Foxp1,F1_Young
Fus,F1_Young
Gcnt2,F1_Young
Gm12092,F1_Young
Gm12295,F1_Young
Gm40124,F1_Young
Gm40287,F1_Young
Gm44686,F1_Young
Gnb1,F1_Young
Gnb4,F1_Young
Gns,F1_Young
Gpbp1,F1_Young
Gpr107,F1_Young
Gramd1b,F1_Young
Hip1,F1_Young
Hnrnpl,F1_Young
Homer2,F1_Young
Hopx,F1_Young
Idh2,F1_Young
Ireb2,F1_Young
Itfg1,F1_Young
Itga9,F1_Young
Itgb6,F1_Young
Jph1,F1_Young
Kalrn,F1_Young
Kmt2a,F1_Young
Krit1,F1_Young
Lsm14a,F1_Young
Luzp1,F1_Young
Macrod1,F1_Young
Map4k5,F1_Young
Map7,F1_Young
Mapk8ip3,F1_Young
Meis1,F1_Young
Metap1d,F1_Young
Mier1,F1_Young
Mir100hg,F1_Young
Mllt3,F1_Young
Morf4l1,F1_Young
Mpc2,F1_Young
Mprip,F1_Young
Mrps9,F1_Young
Mrtfa,F1_Young
Mtcl2,F1_Young
Mtdh,F1_Young
Myot,F1_Young
Ncoa3,F1_Young
Ncoa6,F1_Young
Ndfip1,F1_Young
Ndfip2,F1_Young
Ndufab1,F1_Young
Nfx1,F1_Young
Nisch,F1_Young
Noct,F1_Young
Nr6a1,F1_Young
Nrdc,F1_Young
Nt5dc3,F1_Young
Opcml,F1_Young
Osbpl1a,F1_Young
Oxr1,F1_Young
P4ha2,F1_Young
Palmd,F1_Young
Paxbp1,F1_Young
Pcbp2,F1_Young
Pcca,F1_Young
Pcf11,F1_Young
Pcmtd2,F1_Young
Pdia3,F1_Young
Per2,F1_Young
Pias1,F1_Young
Pign,F1_Young
Pip5k1a,F1_Young
Plin4,F1_Young
Plpp1,F1_Young
Pou2f1,F1_Young
Ppip5k1,F1_Young
Ppp1cb,F1_Young
Ppp2r5a,F1_Young
Ppp2r5c,F1_Young
Prickle1,F1_Young
Prickle2,F1_Young
Prkacb,F1_Young
Ptbp2,F1_Young
Ptbp3,F1_Young
Pten,F1_Young
Ptpn14,F1_Young
Ptpn2,F1_Young
Ptpn3,F1_Young
Pygm,F1_Young
Rab12,F1_Young
Rab28,F1_Young
Rab3gap2,F1_Young
Rab7,F1_Young
Rap1gds1,F1_Young
Rasa1,F1_Young
Rbm5,F1_Young
Rbpj,F1_Young
Reep3,F1_Young
Rel,F1_Young
Rfx7,F1_Young
Rhoa,F1_Young
Rhoq,F1_Young
Rif1,F1_Young
Ripor2,F1_Young
Rnf13,F1_Young
Rnf216,F1_Young
Rprd1b,F1_Young
Rtn4,F1_Young
Scaf8,F1_Young
Sema6d,F1_Young
Septin11,F1_Young
Serbp1,F1_Young
Setd2,F1_Young
Sgcg,F1_Young
Sh3d19,F1_Young
Sh3pxd2a,F1_Young
Shoc2,F1_Young
Sik2,F1_Young
Slc16a1,F1_Young
Slc16a10,F1_Young
Slc35e2,F1_Young
Slc39a14,F1_Young
Slmap,F1_Young
Smad4,F1_Young
Smg7,F1_Young
Spon1,F1_Young
Spop,F1_Young
St13,F1_Young
Synj2,F1_Young
Tab2,F1_Young
Tax1bp1,F1_Young
Tbc1d12,F1_Young
Tcf7l1,F1_Young
Tdrd3,F1_Young
Tent4b,F1_Young
Thap2,F1_Young
Tiparp,F1_Young
Tle4,F1_Young
Tlk2,F1_Young
Tmod1,F1_Young
Tob2,F1_Young
Tomm70a,F1_Young
Top2b,F1_Young
Tpp2,F1_Young
Tra2b,F1_Young
Ttc39b,F1_Young
Ttc7b,F1_Young
U2surp,F1_Young
Ubash3b,F1_Young
Ube4a,F1_Young
Ubl3,F1_Young
Uri1,F1_Young
Usp7,F1_Young
Usp8,F1_Young
Vapa,F1_Young
Virma,F1_Young
Vps13c,F1_Young
Washc4,F1_Young
Wdr7,F1_Young
Wwtr1,F1_Young
Xpo4,F1_Young
Yap1,F1_Young
Ythdc1,F1_Young
Zdhhc14,F1_Young
Zfand6,F1_Young
Zmiz1,F1_Young
Zmym2,F1_Young
