gene,condition,padj,status,padj_other,celltype
6720427I07Rik,F1_Aged,0.0172625274111918,shared,0.0345549116962961,Pericytes
Abcd3,F1_Aged,0.0106526213024665,shared,8.22553452338818e-5,Pericytes
Acat1,F1_Aged,0.0652084878579214,shared,1.59066116410419e-5,Pericytes
Actc1dt,F1_Aged,0.0248930168534315,shared,0.00419011672798983,Pericytes
Actr3,F1_Aged,1.00381050315766e-8,shared,7.50788190310213e-5,Pericytes
Adamts2,F1_Aged,2.2319030896943e-8,shared,4.85003123979066e-6,Pericytes
Adap2,F1_Aged,8.432430173971581e-14,shared,1.28788362541514e-7,Pericytes
Adcy9,F1_Aged,1.19940344300809e-16,shared,3.09032749620483e-5,Pericytes
Agfg1,F1_Aged,0.0112943267550899,shared,5.88093432926891e-6,Pericytes
Ankrd1,F1_Aged,0.037291383391788,shared,2.7110342511415e-4,Pericytes
Aox1,F1_Aged,0.0172850549899098,shared,7.82931979125053e-5,Pericytes
Ap3b1,F1_Aged,0.00965508474106994,shared,0.00715834830565255,Pericytes
Arhgap35,F1_Aged,2.28653171699228e-8,shared,0.00689720986743357,Pericytes
Arhgef11,F1_Aged,1.3402335774653e-8,shared,0.0030770261615787,Pericytes
Atad2b,F1_Aged,0.0346441415716218,shared,2.22673483503886e-6,Pericytes
Auh,F1_Aged,0.00249309887028771,shared,0.0637930959116827,Pericytes
Bckdhb,F1_Aged,2.5186571613544497e-22,shared,5.97002264581096e-5,Pericytes
Btbd7,F1_Aged,5.9779821442287e-4,shared,0.0391938599975525,Pericytes
Camta1,F1_Aged,2.73284737585086e-5,shared,5.46515651717019e-7,Pericytes
Ccn2,F1_Aged,0.0068667892823387,shared,0.00449831218834385,Pericytes
Cd47,F1_Aged,2.05156168308626e-10,shared,0.0809153007342303,Pericytes
Cert1,F1_Aged,3.29135843015622e-6,shared,2.0321690245646e-4,Pericytes
Cflar,F1_Aged,6.6212030706098e-4,shared,1.59066116410419e-5,Pericytes
Cnot1,F1_Aged,2.9517716003593104e-9,shared,8.3469876016087e-4,Pericytes
Cnot6l,F1_Aged,2.69448717624547e-7,shared,6.67667311802141e-10,Pericytes
Col3a1,F1_Aged,0.0253702088059892,shared,0.0491818256294252,Pericytes
Cplane1,F1_Aged,6.950559154829139e-11,shared,0.0180375633460723,Pericytes
Csnk1g3,F1_Aged,0.00832760422242561,shared,1.30681407332635e-7,Pericytes
Cstf3,F1_Aged,3.74365221047076e-15,shared,2.61194863888183e-5,Pericytes
Ctnna1,F1_Aged,1.74014850023159e-5,shared,2.12866527067588e-6,Pericytes
Cul1,F1_Aged,4.62832272299519e-6,shared,0.011103621373618,Pericytes
Cul5,F1_Aged,1.20211202918921e-9,shared,0.0438912004226137,Pericytes
Cyld,F1_Aged,1.36184827891402e-10,shared,4.44362174128542e-6,Pericytes
Cyp7b1,F1_Aged,1.11567775766622e-8,shared,0.0788311731782323,Pericytes
Ddx6,F1_Aged,1.66580819393563e-7,shared,8.77806475721447e-5,Pericytes
Depdc5,F1_Aged,1.2089767541687e-8,shared,5.8715726442904e-5,Pericytes
Dgkh,F1_Aged,3.3964254209207905e-9,shared,7.1585292067836e-8,Pericytes
Dhx15,F1_Aged,7.09774700743839e-5,shared,8.478394304430311e-9,Pericytes
Dnm2,F1_Aged,0.0127517502261803,shared,0.0030386880167405,Pericytes
Eif4a2,F1_Aged,0.00354666956450433,shared,0.00281485795627661,Pericytes
Ewsr1,F1_Aged,2.61385348585132e-6,shared,1.22163238883333e-5,Pericytes
Exoc6,F1_Aged,7.74074350227688e-7,shared,6.2823584116383e-4,Pericytes
Ggnbp1,F1_Aged,1.14484603157383e-6,shared,1.00926874205271e-6,Pericytes
Gigyf2,F1_Aged,4.80728039770518e-6,shared,0.00140947091350746,Pericytes
Gls,F1_Aged,4.99718197339397e-6,shared,0.00535849631162555,Pericytes
Gon4l,F1_Aged,0.00278344280793079,shared,1.43272850857328e-7,Pericytes
Grb10,F1_Aged,2.81395616001697e-12,shared,6.2693368523232e-4,Pericytes
Helz,F1_Aged,0.00233659930985198,shared,6.69548636001104e-13,Pericytes
Herc2,F1_Aged,3.07285603889047e-6,shared,0.00902669338149767,Pericytes
Hmbox1,F1_Aged,0.0724967871243229,shared,0.0297902079009674,Pericytes
Hnrnph1,F1_Aged,0.0147429329723223,shared,0.00297096537419853,Pericytes
Hs2st1,F1_Aged,0.0130590093727424,shared,2.4611221775091e-6,Pericytes
Hspa4,F1_Aged,2.99006930603671e-8,shared,6.02681924364583e-7,Pericytes
Hspa9,F1_Aged,4.40230492891581e-6,shared,0.0259949288297962,Pericytes
Ints4,F1_Aged,9.72947748709463e-5,shared,0.00635192994959812,Pericytes
Ipo7,F1_Aged,1.9803128557107e-4,shared,4.96720636720404e-11,Pericytes
Iqgap1,F1_Aged,3.76992743108149e-6,shared,1.74758956922688e-9,Pericytes
Itgb1,F1_Aged,0.0577586198418614,shared,6.85906924609075e-9,Pericytes
Kansl2,F1_Aged,8.6673000390389e-4,shared,2.58265048083989e-7,Pericytes
Kdm2a,F1_Aged,0.00805125966075239,shared,4.2397156484156e-4,Pericytes
Kdm3a,F1_Aged,0.01519530715376,shared,1.1493273827681e-4,Pericytes
Kdm3b,F1_Aged,1.1531556869055e-4,shared,1.36386704577693e-6,Pericytes
Khdrbs3,F1_Aged,4.19464330938633e-12,shared,0.00945660848190264,Pericytes
Klf7,F1_Aged,1.8139937158668e-4,shared,2.65052110230599e-6,Pericytes
Klhdc10,F1_Aged,3.80978209284933e-5,shared,0.0206264961157913,Pericytes
Lrrc8c,F1_Aged,8.119604893083e-6,shared,7.6103162320019e-4,Pericytes
Man1c1,F1_Aged,8.76512908442637e-5,shared,6.02681924364583e-7,Pericytes
Map2k4,F1_Aged,2.72769124888582e-9,shared,0.0345549116962961,Pericytes
Matr3,F1_Aged,0.0945192968041404,shared,0.00126863701049729,Pericytes
Mef2d,F1_Aged,0.0591108721129302,shared,5.28150497351961e-6,Pericytes
Myo1d,F1_Aged,1.236796056141e-4,shared,6.9284965278028e-4,Pericytes
Myo5c,F1_Aged,0.00354666956450433,shared,9.689420868646009e-11,Pericytes
Nav1,F1_Aged,0.00654133785808115,shared,3.7235329483314e-4,Pericytes
Ncoa1,F1_Aged,2.16541419706565e-8,shared,2.3013942660228e-4,Pericytes
Ndrg2,F1_Aged,1.3065569975554e-4,shared,0.00146515948548095,Pericytes
Ndufa10,F1_Aged,5.0660791526685e-4,shared,3.95245918876183e-7,Pericytes
Nf2,F1_Aged,1.03078697656443e-6,shared,2.4206586288749e-6,Pericytes
Oip5os1,F1_Aged,0.00332613191876006,shared,6.96949212420098e-6,Pericytes
Orc4,F1_Aged,7.67702731950991e-9,shared,2.0321690245646e-4,Pericytes
Osmr,F1_Aged,1.1170291735499e-4,shared,3.95245918876183e-7,Pericytes
Otulin,F1_Aged,3.27684537206184e-6,shared,4.30998577106602e-5,Pericytes
Paip2,F1_Aged,7.93206195898807e-5,shared,0.00395397614579619,Pericytes
Pcbd2,F1_Aged,2.56700929098949e-8,shared,5.26578995811897e-6,Pericytes
Pdcd6ip,F1_Aged,8.558737132268e-4,shared,0.0120647393356973,Pericytes
Pik3ca,F1_Aged,4.6402898236311e-4,shared,2.8955653527892e-4,Pericytes
Pitpnm2,F1_Aged,0.0030063755399531,shared,1.04924639049721e-6,Pericytes
Plod2,F1_Aged,3.73022480008076e-5,shared,3.4299192751904e-4,Pericytes
Plscr2,F1_Aged,5.2057083514347e-4,shared,1.3552772480892e-4,Pericytes
Ppm1a,F1_Aged,5.14644027732597e-11,shared,9.42204005062962e-7,Pericytes
Ppm1b,F1_Aged,3.43130743375517e-5,shared,2.64004952635927e-8,Pericytes
Prkag2,F1_Aged,1.27667378581439e-6,shared,2.72990049123692e-5,Pericytes
Prpf40a,F1_Aged,5.70099866077808e-8,shared,0.0127345034573244,Pericytes
Ptges3,F1_Aged,0.00574642992424025,shared,2.5096458662321e-4,Pericytes
Ptp4a2,F1_Aged,0.0130021537560012,shared,4.85003123979066e-6,Pericytes
Ptpn11,F1_Aged,7.08967257830468e-19,shared,4.128269411539e-4,Pericytes
R3hdm1,F1_Aged,1.07944411473053e-6,shared,5.17130825966057e-6,Pericytes
Rab3ip,F1_Aged,2.67518821184336e-6,shared,7.47239723229295e-6,Pericytes
Rad23b,F1_Aged,1.3647468354419e-4,shared,0.00658824454246784,Pericytes
Rapgef4,F1_Aged,5.2117749187248e-4,shared,6.99028372020289e-6,Pericytes
Rbbp6,F1_Aged,6.44536683674351e-9,shared,1.54054522682175e-8,Pericytes
Rc3h1,F1_Aged,0.0716940682624715,shared,0.00520412512740863,Pericytes
Rnf111,F1_Aged,0.0248907754533738,shared,0.0259949288297962,Pericytes
Rnf150,F1_Aged,0.0211553763244031,shared,7.8846688302891e-6,Pericytes
Ror2,F1_Aged,0.00173823067766718,shared,1.39104171977033e-8,Pericytes
Rsrc1,F1_Aged,9.54951267645182e-15,shared,5.07209789061343e-12,Pericytes
Sarnp,F1_Aged,2.3618779382235e-4,shared,7.7772390486996e-4,Pericytes
Scaf4,F1_Aged,8.34193988108346e-9,shared,1.66151094664424e-5,Pericytes
Scaper,F1_Aged,3.5316193606919704e-9,shared,0.00211826876864782,Pericytes
Sfpq,F1_Aged,7.9758331186722e-7,shared,3.2184700080997e-4,Pericytes
Shprh,F1_Aged,3.2812688791197004e-10,shared,2.08102649359535e-6,Pericytes
Sox5,F1_Aged,2.0633532455373e-5,shared,6.815044356950671e-9,Pericytes
Specc1l,F1_Aged,1.5468250999359298e-11,shared,0.00322853527647048,Pericytes
St6gal1,F1_Aged,2.56942943500163e-5,shared,1.89470229972572e-8,Pericytes
Stim2,F1_Aged,1.37843091528751e-6,shared,0.0407686428691815,Pericytes
Strip2,F1_Aged,9.3454912552229e-4,shared,0.0637930959116827,Pericytes
Strn,F1_Aged,1.20866051447305e-14,shared,0.0013224444556273,Pericytes
Supt3,F1_Aged,0.0200801338478721,shared,1.43631927394728e-8,Pericytes
Swt1,F1_Aged,2.2322976116838897e-12,shared,1.6968434096985401e-15,Pericytes
Tank,F1_Aged,4.18237339647001e-5,shared,0.00415739934827065,Pericytes
Taok1,F1_Aged,6.862357089417e-4,shared,0.00118113311525163,Pericytes
Tcf25,F1_Aged,5.13128499219014e-6,shared,0.0210822412966323,Pericytes
Tpm4,F1_Aged,0.0276778239128612,shared,1.25240440440445e-5,Pericytes
Tpr,F1_Aged,2.25112334958987e-11,shared,0.0127345034573244,Pericytes
Trio,F1_Aged,0.00310258788154372,shared,5.18375767412299e-7,Pericytes
Tsc22d2,F1_Aged,1.3546046232835498e-11,shared,0.0895339485355197,Pericytes
Tsnax,F1_Aged,0.0175564197253473,shared,0.0830781101552222,Pericytes
Ttc14,F1_Aged,0.00176296140049328,shared,2.22673483503886e-6,Pericytes
Ttc19,F1_Aged,2.03211829196803e-5,shared,0.00634177756027152,Pericytes
Txnl1,F1_Aged,8.8969593204231e-5,shared,5.15623092165046e-5,Pericytes
Ubxn4,F1_Aged,0.00135143425533987,shared,0.0134692279146036,Pericytes
Uck2,F1_Aged,0.00348678390450006,shared,0.0784303701551318,Pericytes
Umad1,F1_Aged,7.791817082311091e-15,shared,3.64735678537467e-8,Pericytes
Vdac3,F1_Aged,0.0236807174080996,shared,2.2188478534036e-4,Pericytes
Vgll4,F1_Aged,5.11129343477309e-5,shared,0.00905728284436859,Pericytes
Wasf2,F1_Aged,2.84703698092268e-7,shared,6.8324468201848205e-9,Pericytes
Wdr70,F1_Aged,0.00510311631758083,shared,6.87137223690119e-7,Pericytes
Wwp1,F1_Aged,2.12731931674303e-7,shared,2.69260525271835e-6,Pericytes
Ylpm1,F1_Aged,3.80227581033566e-6,shared,3.77974303842585e-5,Pericytes
Ywhaz,F1_Aged,8.30924314310389e-15,shared,2.03963234499892e-9,Pericytes
Zc3h7a,F1_Aged,0.00355016226571616,shared,0.0121706431516026,Pericytes
6720427I07Rik,F1_Young,0.0345549116962961,shared,0.0172625274111918,Pericytes
Abcd3,F1_Young,8.22553452338818e-5,shared,0.0106526213024665,Pericytes
Acat1,F1_Young,1.59066116410419e-5,shared,0.0652084878579214,Pericytes
Actc1dt,F1_Young,0.00419011672798983,shared,0.0248930168534315,Pericytes
Actr3,F1_Young,7.50788190310213e-5,shared,1.00381050315766e-8,Pericytes
Adamts2,F1_Young,4.85003123979066e-6,shared,2.2319030896943e-8,Pericytes
Adap2,F1_Young,1.28788362541514e-7,shared,8.432430173971581e-14,Pericytes
Adcy9,F1_Young,3.09032749620483e-5,shared,1.19940344300809e-16,Pericytes
Agfg1,F1_Young,5.88093432926891e-6,shared,0.0112943267550899,Pericytes
Ankrd1,F1_Young,2.7110342511415e-4,shared,0.037291383391788,Pericytes
Aox1,F1_Young,7.82931979125053e-5,shared,0.0172850549899098,Pericytes
Ap3b1,F1_Young,0.00715834830565255,shared,0.00965508474106994,Pericytes
Arhgap35,F1_Young,0.00689720986743357,shared,2.28653171699228e-8,Pericytes
Arhgef11,F1_Young,0.0030770261615787,shared,1.3402335774653e-8,Pericytes
