"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"1700025G04Rik",0.649470899470899,0.6375,0.8218,0.378396681297703,0.101293864568692,0.67741935483871,36
"5031425E22Rik",0.613333333333333,0.6589,0.662,0.387659119626915,0.208124695376841,0.43010752688172,25
"9530026P05Rik",0.530148423005566,0.5196,0.1516,0.124606027724464,0.102386939677831,0.666666666666667,28
"AW554918",0.546875,0.5617,0.7154,0.406828977119076,0.206431457719868,0.462365591397849,32
"Abca1",0.401515151515151,0.4407,1e-04,0.0712211758063007,0.108720475848157,0.634408602150538,33
"Abca8a",0.688746438746439,0.6948,0.7107,0.347898989005306,0.119151722540771,0.924731182795699,21
"Abhd17b",0.568181818181818,0.6105,0.1335,0.133375423170775,0.126278729656164,0.591397849462366,33
"Abi1",0.519503546099291,0.5478,0.047,0.0982696582955995,0.122830524770146,0.956989247311828,47
"Abi3bp",0.532490014693405,0.541,0.3381,0.197118300795186,0.104967351414513,2.01075268817204,59
"Ablim1",0.385507246376812,0.3923,1.1472,0.531305484861847,0.146104577212327,0.559139784946237,23
"Acyp2",0.421320346320346,0.4244,0.1492,0.135816185099829,0.120900586709138,0.602150537634409,22
"Adam12",0.736111111111111,0.7193,1.3114,0.6242425420508,0.192814442558921,0.494623655913978,24
"Adamtsl1",0.576798941798942,0.5549,0.8588,0.4120884803131,0.131292472264874,1.50537634408602,45
"Adgrf5",0.480392156862745,0.4529,1e-04,0.0909963693475592,0.138923788116839,0.56989247311828,34
"Agap1",0.475609756097561,0.5103,0.3069,0.18209742271296,0.100121463623594,0.720430107526882,41
"Agfg1",0.523529411764706,0.5447,0.1111,0.163831390222715,0.185787143333493,0.505376344086022,34
"Ago3",0.41260162601626,0.4014,0.3648,0.204852377500235,0.101293864568692,0.67741935483871,41
"Ahnak",0.479166666666667,0.4492,0,0.0693898749353939,0.105981468984658,0.645161290322581,40
"Airn",0.867149758454106,0.8543,2.6714,1.10565728519867,0.139295226926766,1.3010752688172,46
"Akap13",0.487172011661808,0.4932,0.199,0.167439363355712,0.140315720965291,1.13978494623656,49
"Akt3",0.387619047619048,0.3912,0.1176,0.118308150718753,0.112487982197775,0.860215053763441,40
"Ambra1",0.5,0.4809,0.7784,0.428603240501477,0.203148015992589,0.473118279569892,33
"Ank2",0.516666666666667,0.4599,0.0667,0.158337417716667,0.203148015992589,0.473118279569892,20
"Ankrd11",0.578828828828829,0.579,0.0158,0.0820663569404763,0.116178682500421,0.612903225806452,37
"Ankrd17",0.472101449275362,0.4745,0.1552,0.139358265890536,0.122830524770146,0.956989247311828,46
"Ano6",0.435023041474654,0.4887,0.1136,0.109224632906516,0.100934422659218,0.741935483870968,31
"Anxa2",0.589080459770115,0.5813,0.224,0.16774251177837,0.126278729656164,0.591397849462366,29
"Aopep",0.385206290308331,0.3711,0.0122,0.0962399923143185,0.139914548261403,1.27956989247312,49
"Ap3b1",0.520833333333333,0.5412,0.7481,0.40573012439993,0.185787143333493,0.505376344086022,32
"Apaf1",0.560606060606061,0.5574,0.8572,0.404676944593499,0.120900586709138,0.602150537634409,33
"Apba1",0.458333333333333,0.5143,0.1008,0.170434767870596,0.201846702127691,0.408602150537634,24
"Apbb2",0.447619047619048,0.513,0.137,0.168589249117885,0.178031979819382,0.516129032258065,28
"Apc",0.382352941176471,0.3996,0.5294,0.327280516734344,0.192814442558921,0.494623655913978,34
"App",0.500162337662338,0.5244,0.1646,0.140280975209411,0.11878780946984,1.75268817204301,66
"Arb2a",0.457801418439716,0.4661,0.4699,0.26052402123836,0.125365021771389,0.978494623655914,47
"Arhgap21",0.470238095238095,0.4559,0.1997,0.212290804291575,0.208412821754665,0.451612903225806,28
"Arhgap24",0.461111111111111,0.4486,0.2791,0.206656201900834,0.153754905703208,0.548387096774194,21
"Arhgap26",0.436527293844367,0.4487,4e-04,0.0722284145881224,0.110084865214259,0.838709677419355,41
"Arhgap29",0.55703211517165,0.5368,0.094,0.105420546211873,0.1064923142476,0.806451612903226,43
"Arhgap32",0.546,0.5652,0,0.1262425420508,0.192814442558921,0.494623655913978,25
"Arhgap42",0.504166666666667,0.5426,0,0.11879500073288,0.181439564452686,0.376344086021505,20
"Arhgef12",0.567460317460317,0.5762,0.1321,0.130586113991802,0.122830524770146,0.956989247311828,42
"Arhgef3",0.69625,0.6827,0,0.0693898749353939,0.105981468984658,0.645161290322581,40
"Arid1b",0.486858974358974,0.4734,0.2332,0.168978519055093,0.122830524770146,0.956989247311828,52
"Arid2",0.62258064516129,0.6112,1.5241,0.71178045569135,0.203148015992589,0.473118279569892,31
