"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"0610043K17Rik",0.6069,0.612903225806452,155,3e-04,0.404393745750371,0.617470047676067,0.628031222613043,0.0674419716796848,1,1
"1110002E22Rik",0.4856,0.482762557077626,584,0.4655,0.41329506638163,0.361249331386877,-0.0593785470789316,-0.192529403148512,0.534908206403828,1
"1110002L01Rik",0.9459,0.943502824858757,177,0,0.374191819410543,0.571515638846369,4.12553088208386,0.0907512964816419,1,1
"1110004F10Rik",0.4524,0.445141065830721,319,0.5661,0.511917485318078,0.453530639242477,-0.238347526982324,-1.76602927657137,0.0601930111281614,1
"1110019D14Rik",0.5448,0.546149217809868,554,1.2869,0.724215106762171,0.359715873061422,0.219965683941908,0.128584707608809,1,1
"1110038F14Rik",0.4343,0.438864628820961,229,0.9199,0.693549540281099,0.525739331189332,-0.432440545540289,0.0163255904990081,1,1
"1110059E24Rik",0.4169,0.424714434060228,321,0.7199,0.571634271602452,0.455534077494144,-0.548011364548265,-1.14863979981101,0.129600809893274,1
"1500002F19Rik",0.5979,0.595930232558139,344,1.5941,0.893907296792808,0.440716411301548,0.605221339704957,-0.766715192646188,0.215598334304057,1
"1500004A13Rik",0.521,0.520525451559934,609,0.5781,0.449166286610037,0.350728641749063,0.11488363788435,0.0237017851968631,1,1
"1500009L16Rik",0.51,0.509661835748792,207,3.7894,1.78460471185818,0.527834263244729,0.096215315259303,-1.31990919936607,0.104215455936996,1
"1600010M07Rik",0.4806,0.48499743983615,651,0.2195,0.310922774195449,0.347572717121182,-0.119839770006003,-0.130368426284804,0.609614378638762,1
"1600014C10Rik",0.4553,0.452620967741935,248,0.1224,0.370347360456878,0.494651868537805,-0.251538766995965,-0.0384280488216575,0.781604025033615,1
"1600020E01Rik",0.3034,0.305898653998416,421,0.994,0.654629830718425,0.423317961450608,-1.23224020729279,-0.181280374821313,0.547087488878726,1
"1700017G19Rik",0.0086,0.00510204081632653,196,3e-04,0.351383515825564,0.536505756504244,-6.84549005094437,0.134338809850988,1,1
"1700025G04Rik",0.5745,0.568190924259389,1446,0.6163,0.369727236345485,0.207242732311671,0.499760178184271,0.771247109178603,1,1
"1700037C18Rik",0.5692,0.569767441860465,129,4.4941,2.13031972675237,0.647130329326446,0.373043410614216,-0.44365373502886,0.346208002418305,1
"1700037F03Rik",0.4907,0.49,200,2.1664,1.17840741840366,0.543308930375196,-0.0255350921071376,-0.0172472936130532,0.852658708716248,1
"1700081N11Rik",0.5416,0.536089238845144,254,0.0123,0.329056865325936,0.495445518974479,0.241888596962245,-0.0682627118808909,0.711759940168109,1
"1700087I21Rik",0.1047,0.10556586270872,385,0.435,0.444344341259234,0.42636192388327,-3.12675714228594,0.362757546044975,1,1
