"","bb_mu","AR","N","bb_theta","thetaCorrected","log2FC","llr_mean","pval_mean","padj_mean"
"2210408F21Rik",0.4635,0.46420581655481,149,1.84,0.942156533226648,-0.271302021817394,-0.382981215047437,0.381469012346,0.645391658955407
"2210408I21Rik",0.6293,0.621527777777778,48,0.5245,1.13445319435749,0.825970600224951,-1.70388162400864,0.0648903472884422,0.226877866752209
"2610307P16Rik",0.4599,0.461805555555556,144,0.7127,0.515259411141552,-0.237039197300849,-0.433515844880105,0.351778375193306,0.615206881962488
"4632427E13Rik",0.5028,0.507936507936508,147,1.4583,0.804716014198257,-0.0531113364595628,-0.00668917514998668,0.907918189618201,0.962444002681864
"4833422C13Rik",0.6665,0.675287356321839,203,0.4531,0.405331967055153,0.962329582033945,-14.534705141885,6.98309263341883e-08,1.62460503799241e-06
"4930523C07Rik",0.3447,0.339285714285714,84,0.9954,0.880477184891257,-0.866733469136535,-4.08000772274786,0.0042824006597774,0.0287640893873544
"4933431K23Rik",0.4684,0.47948717948718,65,0.8784,1.02351982438722,-0.33014860169233,-0.0914370724840765,0.668914792602447,0.835730580387255
"5031425E22Rik",0.5168,0.510224948875256,163,0.4674,0.421383434146694,0.153623189113212,-0.163923616297211,0.566929473552992,0.769078588787704
"9330188P03Rik",0.5721,0.575757575757576,55,4.9953,2.7185932573633,0.37851162325373,-0.666103020241962,0.248413139802575,0.506900700709238
"9530026P05Rik",0.4791,0.465829877193514,770,0.1995,0.187686910979876,-0.0652914602517191,-0.868325494336659,0.187563728674431,0.435354342703038
"9630014M24Rik",0.3938,0.391071428571429,112,0.483,0.45375571893966,-0.551409941010129,-2.62900961404452,0.0218458680349768,0.101103742917972
"A830082K12Rik",0.5019,0.509345794392523,107,49.8071,19.211320159173,0.022026306329999,-0.0277407715016267,0.813785598088216,0.916694130654126
"AW554918",0.4792,0.477011494252874,203,1.5877,0.839294169249143,-0.0817940911636477,-0.109377689674517,0.639989897550584,0.819032755196487
"Aak1",0.5392,0.536507936507936,105,1.2521,0.77882710205932,0.246639967583125,-0.444126439581595,0.345951200573979,0.613161550419452
"Abca6",0.5931,0.587730061349693,163,1.3756,0.763371373445803,0.697730430883106,-3.82910303185884,0.00565146709684667,0.0365060725660138
"Abca8a",0.7637,0.759190031152648,321,0.3375,0.327620415069673,1.72747414518891,-64.4711204954472,6.98208904790983e-30,7.57057941051938e-28
"Abca8b",0.775,0.775537634408602,124,3.6824,1.65389932664627,1.78958022032963,-21.9960566327113,3.29701666160197e-11,1.06486623240677e-09
"Abca9",0.5501,0.558333333333333,100,0.582,0.568133145985716,0.245112497836531,-0.630425484629498,0.261490075176145,0.520238445763287
"Abcc9",0.4176,0.422356338161507,503,0.1604,0.225065213756819,-0.492092925943873,-9.15487660856991,1.87743513750468e-05,0.000254755346758426
"Abcg2",0.4852,0.48780487804878,82,2.175,1.32842655197987,-0.120294233717712,-0.0226607526621834,0.83141394730791,0.925019360175803
