"gene","phi_hat","phi_trend","df","statistic","p_over","p_under","p_two","padj_over","padj_two"
"1700025G04Rik",1.41714625296667,1.17662135976856,39,46.9723785029462,0.178267542973181,0.821732457026819,0.356535085946362,0.317255796816678,0.590709018135984
"2010001K21Rik",1.51794737735433,1.20826459892278,33,41.4580245894418,0.148234378963734,0.851765621036266,0.296468757927468,0.299310207274921,0.558534226075522
"2610035D17Rik",2.03773580487767,1.18544447194994,22,37.8171974884384,0.0192060262867062,0.980793973713294,0.0384120525734124,0.232683571362633,0.375187490251935
"2610307P16Rik",1.82986795743673,1.65851511317197,73,80.5421426865408,0.255058539158391,0.744941460841609,0.510117078316782,0.380549152563141,0.700160695728917
"4732440D04Rik",1.27028020669045,1.16528933199536,41,44.6940403934941,0.319369171299114,0.680630828700886,0.638738342598228,0.431996946684792,0.777594504032626
"5031425E22Rik",1.49981133165864,1.16339584036378,43,55.4341738416013,0.0967743391685636,0.903225660831436,0.193548678337127,0.269717705889632,0.500673585783149
"9530026P05Rik",1.68217258724587,1.68120937976772,106,106.060730087467,0.480070976622128,0.519929023377872,0.960141953244255,0.573626771497279,0.97054060255737
"Aak1",1.43303282368859,1.14008828640827,34,42.7362657666709,0.144660558027059,0.855339441972941,0.289321116054118,0.299310207274921,0.558534226075522
"Abca8a",0.711609460354112,1.14008828640827,15,9.36255729715414,0.857810492327009,0.142189507672991,0.284379015345981,0.887390164476217,0.558534226075522
"Abcb1b",0.385415377085465,1.5691416097732,25,6.14054484765675,0.999957061684393,4.2938315606817e-05,8.58766312136341e-05,1,0.00554895155534251
"Abcc5",1.55671679008209,1.14426390040765,34,46.2553881529734,0.0783097339183327,0.921690266081667,0.156619467836665,0.261672551980451,0.479991515498151
"Abi1",0.879628028141702,1.67710993901256,99,51.9245475566742,0.999974458797001,2.5541202998846e-05,5.10824059976919e-05,1,0.00357576841983843
"Abi3bp",1.97371936553093,1.19490667154956,30,49.5533102088568,0.0137945655004271,0.986205434499573,0.0275891310008541,0.216382677154398,0.341364882670734
"Ablim1",1.52420911496503,1.52710196856363,58,57.890128156356,0.479363576380613,0.520636423619387,0.958727152761225,0.573597441822955,0.97054060255737
"Ablim3",1.63720708612433,1.17987148123786,40,55.504590530713,0.0523979302303086,0.947602069769691,0.104795860460617,0.261672551980451,0.466577308684967
"Acap2",1.7548994462296,1.18544447194994,26,38.4896860895701,0.0545021306845125,0.945497869315488,0.109004261369025,0.261672551980451,0.469556818205031
"Ackr3",1.70905848344695,1.14975929259539,26,38.6476724787454,0.0526628832928392,0.947337116707161,0.105325766585678,0.261672551980451,0.466577308684967
"Acss3",1.80403386683675,1.16478131092728,27,41.8180768764354,0.0342997786450156,0.965700221354984,0.0685995572900313,0.254111575621238,0.442270528562156
"Adamts9",1.7666238613151,1.22216836189255,23,33.2461141011108,0.0768730785057831,0.923126921494217,0.153746157011566,0.261672551980451,0.479991515498151
"Adamtsl1",2.11341494261668,1.65398567083739,80,102.221680870871,0.0476701539872994,0.952329846012701,0.0953403079745987,0.261672551980451,0.466577308684967
"Adcy9",1.55911577136064,1.29944012402446,49,58.7919915540741,0.159537527119453,0.840462472880547,0.319075054238906,0.302509080768263,0.564198689831439
