gene,condition
Zmym4,F1_Aged
Znrf3,F1_Aged
Ablim3,F1_Young
Acox1,F1_Young
Adam10,F1_Young
Adam19,F1_Young
Adarb1,F1_Young
Adipor2,F1_Young
Agmo,F1_Young
Angpt1,F1_Young
Ankrd1,F1_Young
Ap2b1,F1_Young
Aplp2,F1_Young
Arid5b,F1_Young
Arnt,F1_Young
Asb15,F1_Young
Asb2,F1_Young
Ate1,F1_Young
Atp11a,F1_Young
Bach2,F1_Young
Baz1b,F1_Young
Bckdhb,F1_Young
Btg2,F1_Young
Btrc,F1_Young
Camkmt,F1_Young
Cbfa2t2,F1_Young
Ccnl2,F1_Young
Ccnt2,F1_Young
Cdc27,F1_Young
Cdc42,F1_Young
Cdk8,F1_Young
Cdv3,F1_Young
Cert1,F1_Young
Ckap5,F1_Young
Clec1a,F1_Young
Clip4,F1_Young
Cltc,F1_Young
Col5a2,F1_Young
Cop1,F1_Young
Copa,F1_Young
Cox10,F1_Young
Creb1,F1_Young
Crybg3,F1_Young
Cs,F1_Young
Ctnnal1,F1_Young
Cul1,F1_Young
Cyrib,F1_Young
Dag1,F1_Young
Dcp1b,F1_Young
Ddx5,F1_Young
Ddx50,F1_Young
Dnaaf9,F1_Young
Dnajc7,F1_Young
Dsp,F1_Young
Efr3a,F1_Young
Egfl7,F1_Young
Eif4a2,F1_Young
Emsy,F1_Young
Entpd1,F1_Young
Fbxo11,F1_Young
Fgd5,F1_Young
Foxo1,F1_Young
Foxo3,F1_Young
Frmd4a,F1_Young
Frmd6,F1_Young
Fsd2,F1_Young
Gda,F1_Young
Gm36827,F1_Young
Gmds,F1_Young
Grb10,F1_Young
Hectd1,F1_Young
Helz,F1_Young
Hycc2,F1_Young
Ibtk,F1_Young
Ino80,F1_Young
Iqgap1,F1_Young
Jam2,F1_Young
Jph1,F1_Young
Kat6a,F1_Young
Kcnq5,F1_Young
Kdm4c,F1_Young
Kdm5a,F1_Young
Kdr,F1_Young
Klhdc10,F1_Young
Klhl31,F1_Young
Kmt2a,F1_Young
Kras,F1_Young
Ksr1,F1_Young
Larp4,F1_Young
Ldb3,F1_Young
Lims2,F1_Young
Ltbp4,F1_Young
Marchf3,F1_Young
Mark3,F1_Young
Matr3,F1_Young
Mgrn1,F1_Young
Myo9b,F1_Young
Nck1,F1_Young
Ndfip1,F1_Young
Nedd4l,F1_Young
Nek1,F1_Young
Nfx1,F1_Young
Nrap,F1_Young
Nxpe4,F1_Young
Oip5os1,F1_Young
P4ha1,F1_Young
Pbrm1,F1_Young
Pcm1,F1_Young
Pdcd6ip,F1_Young
Pde8a,F1_Young
Pdss2,F1_Young
Pip4k2a,F1_Young
Pitpnm2,F1_Young
Plekha6,F1_Young
Plin4,F1_Young
Ppp1r14c,F1_Young
Ppp2r5c,F1_Young
Pstpip2,F1_Young
Ptbp2,F1_Young
Ptp4a2,F1_Young
R3hdm1,F1_Young
Rab3gap2,F1_Young
Rai1,F1_Young
Rassf3,F1_Young
Rassf8,F1_Young
Rcor1,F1_Young
Rdx,F1_Young
Reep3,F1_Young
Relch,F1_Young
Rhoq,F1_Young
Rin3,F1_Young
Rnf13,F1_Young
Rnf169,F1_Young
Rnls,F1_Young
Rprd1b,F1_Young
Rtn4,F1_Young
Scaf8,F1_Young
Sec14l1,F1_Young
Sel1l,F1_Young
Shprh,F1_Young
Slc35f5,F1_Young
Smim14,F1_Young
Snx29,F1_Young
Sptlc2,F1_Young
Srgap2,F1_Young
St7l,F1_Young
Stard7,F1_Young
Suz12,F1_Young
Synj2,F1_Young
Taok1,F1_Young
Tax1bp1,F1_Young
Tcf25,F1_Young
Thrb,F1_Young
Tjp1,F1_Young
Tmem87a,F1_Young
Tnks2,F1_Young
Tob2,F1_Young
Tpr,F1_Young
Ttc19,F1_Young
Ttc3,F1_Young
Tut7,F1_Young
Ube2r2,F1_Young
Ube2w,F1_Young
Ube4b,F1_Young
Umad1,F1_Young
Uri1,F1_Young
Usp2,F1_Young
Uvrag,F1_Young
Vcp,F1_Young
Vmp1,F1_Young
Vps54,F1_Young
Washc4,F1_Young
Xirp2,F1_Young
Xpo7,F1_Young
Zeb2,F1_Young
Zfhx3,F1_Young
Zfp236,F1_Young
Zfp809,F1_Young
Zhx2,F1_Young
Zhx3,F1_Young
Zmym2,F1_Young
Zyg11b,F1_Young
