gene,condition
Tmcc3,F1_Aged
Tmem87a,F1_Aged
Tmod1,F1_Aged
Tnik,F1_Aged
Tnks,F1_Aged
Tnni3,F1_Aged
Tnni3k,F1_Aged
Tnpo3,F1_Aged
Tom1l2,F1_Aged
Tomm70a,F1_Aged
Top2b,F1_Aged
Tpm1,F1_Aged
Tra2b,F1_Aged
Trak1,F1_Aged
Trerf1,F1_Aged
Trim24,F1_Aged
Trim44,F1_Aged
Trim63,F1_Aged
Trip11,F1_Aged
Tshz1,F1_Aged
Ttc14,F1_Aged
Ttn,F1_Aged
Tut4,F1_Aged
U2surp,F1_Aged
Ube2r2,F1_Aged
Ube3a,F1_Aged
Ube3c,F1_Aged
Ube4b,F1_Aged
Ugt1a7c,F1_Aged
Usp28,F1_Aged
Usp54,F1_Aged
Vegfc,F1_Aged
Vwa8,F1_Aged
Wdfy2,F1_Aged
Wdpcp,F1_Aged
Wwp1,F1_Aged
Xpo7,F1_Aged
Xrn2,F1_Aged
Yap1,F1_Aged
Yes1,F1_Aged
Yipf7,F1_Aged
Ylpm1,F1_Aged
Ywhaz,F1_Aged
Zbtb46,F1_Aged
Zfand5,F1_Aged
Zfp106,F1_Aged
Zfp280d,F1_Aged
Zfp445,F1_Aged
Zfp652,F1_Aged
Zkscan3,F1_Aged
Znrf3,F1_Aged
Zranb1,F1_Aged
2610037D02Rik,F1_Young
Abcc5,F1_Young
Actr3,F1_Young
Adcy9,F1_Young
Agfg1,F1_Young
Ago2,F1_Young
Akap10,F1_Young
Ap1g1,F1_Young
Apbb1ip,F1_Young
Arhgap15,F1_Young
Arhgap18,F1_Young
Arid2,F1_Young
Arid5b,F1_Young
Armh3,F1_Young
Atf2,F1_Young
Atp13a3,F1_Young
Atp1b3,F1_Young
Ccar1,F1_Young
Ccdc88a,F1_Young
Cdc73,F1_Young
Clint1,F1_Young
Cpsf7,F1_Young
Cst3,F1_Young
Ctnnd1,F1_Young
Dcaf10,F1_Young
Dicer1,F1_Young
Dlg1,F1_Young
Dync1i2,F1_Young
Eepd1,F1_Young
Epas1,F1_Young
Fabp4,F1_Young
Fbxl17,F1_Young
Fbxw11,F1_Young
Fyb1,F1_Young
Galnt2,F1_Young
Gda,F1_Young
Gja1,F1_Young
Glis3,F1_Young
Gns,F1_Young
Golph3,F1_Young
Hdac9,F1_Young
Hecw2,F1_Young
Il15,F1_Young
Il6ra,F1_Young
Il6st,F1_Young
Kcng2,F1_Young
Klf6,F1_Young
Larp4,F1_Young
Lrrk1,F1_Young
Lrrk2,F1_Young
Luc7l2,F1_Young
Luc7l3,F1_Young
Lyve1,F1_Young
Mapk1,F1_Young
Mapk8ip3,F1_Young
Mbtd1,F1_Young
Mga,F1_Young
Myh9,F1_Young
Nid1,F1_Young
Nt5c2,F1_Young
Pfkfb3,F1_Young
Pi4ka,F1_Young
Pik3c2a,F1_Young
Plpp1,F1_Young
Pou2f1,F1_Young
Ppara,F1_Young
Ppp2ca,F1_Young
Ppp2r5a,F1_Young
Ppp2r5c,F1_Young
Ptbp3,F1_Young
Pvt1,F1_Young
Qrich1,F1_Young
Rab7,F1_Young
Ralgapb,F1_Young
Rapgef5,F1_Young
Rbbp6,F1_Young
Rgs6,F1_Young
Ric1,F1_Young
Rnf150,F1_Young
Rps6kb1,F1_Young
Sbf2,F1_Young
Sel1l,F1_Young
Senp6,F1_Young
Setd5,F1_Young
Shoc2,F1_Young
Slc28a2,F1_Young
Slc8a1,F1_Young
Slit2,F1_Young
Smad3,F1_Young
Smchd1,F1_Young
Smurf1,F1_Young
Snx3,F1_Young
Snx9,F1_Young
Sobp,F1_Young
Spag9,F1_Young
Srrm1,F1_Young
Stard9,F1_Young
Tank,F1_Young
Tbxas1,F1_Young
Timp3,F1_Young
Tlk2,F1_Young
Tmem131l,F1_Young
Tns3,F1_Young
Trappc8,F1_Young
Tsc22d2,F1_Young
Tspan5,F1_Young
Tut7,F1_Young
Ube2w,F1_Young
Ubr3,F1_Young
Vps54,F1_Young
Wsb1,F1_Young
Wwc2,F1_Young
Zmiz1,F1_Young
Zmym2,F1_Young
