gene,condition
2610307P16Rik,F1_Aged
4632427E13Rik,F1_Aged
4732440D04Rik,F1_Aged
9330159M07Rik,F1_Aged
Abcc1,F1_Aged
Abcd3,F1_Aged
Abi3bp,F1_Aged
Ablim3,F1_Aged
Abtb2,F1_Aged
Acat1,F1_Aged
Acer2,F1_Aged
Ackr3,F1_Aged
Actr2,F1_Aged
Adam10,F1_Aged
Adam19,F1_Aged
Adarb1,F1_Aged
Adgrf5,F1_Aged
Adgrl2,F1_Aged
Adgrl4,F1_Aged
Adra1a,F1_Aged
Afg1l,F1_Aged
Agl,F1_Aged
Agmo,F1_Aged
Aig1,F1_Aged
Akap6,F1_Aged
Alpk1,F1_Aged
Ank3,F1_Aged
Ankib1,F1_Aged
Ankrd1,F1_Aged
Ankrd12,F1_Aged
Ankrd33b,F1_Aged
Anxa6,F1_Aged
Apba1,F1_Aged
Aqp1,F1_Aged
Arfgef2,F1_Aged
Arhgap17,F1_Aged
Arhgap5,F1_Aged
Arrdc3,F1_Aged
Art3,F1_Aged
Asb3,F1_Aged
Asxl1,F1_Aged
Asxl2,F1_Aged
Atad2b,F1_Aged
Atf6,F1_Aged
Atg10,F1_Aged
Atosa,F1_Aged
Atp10d,F1_Aged
Atp11b,F1_Aged
Atp2a2,F1_Aged
Atp5f1c,F1_Aged
Atp5pb,F1_Aged
Banp,F1_Aged
Bmpr1a,F1_Aged
Bmpr2,F1_Aged
C1galt1,F1_Aged
C1qtnf7,F1_Aged
Cacna1c,F1_Aged
Cald1,F1_Aged
Camta1,F1_Aged
Cap2,F1_Aged
Car8,F1_Aged
Cbfb,F1_Aged
Ccnl2,F1_Aged
Ccnt2,F1_Aged
Cd2ap,F1_Aged
Cdc42,F1_Aged
Cdh2,F1_Aged
Cdk12,F1_Aged
Cdk19,F1_Aged
Cdk8,F1_Aged
Cdkal1,F1_Aged
Cep350,F1_Aged
Cep85,F1_Aged
Cfl2,F1_Aged
Chrm2,F1_Aged
Ckmt2,F1_Aged
Clcn3,F1_Aged
Clic5,F1_Aged
Clip1,F1_Aged
Clk4,F1_Aged
Clpx,F1_Aged
Cmss1,F1_Aged
Cmya5,F1_Aged
Cnnm2,F1_Aged
Col6a3,F1_Aged
Comt,F1_Aged
Copa,F1_Aged
Corin,F1_Aged
Cox10,F1_Aged
Cpeb1,F1_Aged
Cpeb3,F1_Aged
Cpeb4,F1_Aged
Cplane1,F1_Aged
Crk,F1_Aged
Crybg3,F1_Aged
Cspp1,F1_Aged
Cttnbp2nl,F1_Aged
Cul3,F1_Aged
Cul5,F1_Aged
Cwc27,F1_Aged
Cyyr1,F1_Aged
D830005E20Rik,F1_Aged
Dag1,F1_Aged
Ddi2,F1_Aged
Dennd6a,F1_Aged
Dnajc7,F1_Aged
Dnm2,F1_Aged
Dock7,F1_Aged
Ece1,F1_Aged
Egfl7,F1_Aged
Elf1,F1_Aged
Ell2,F1_Aged
Elp4,F1_Aged
Emcn,F1_Aged
Eml4,F1_Aged
Eprs1,F1_Aged
Esrrg,F1_Aged
Etfa,F1_Aged
Ext1,F1_Aged
Fam117b,F1_Aged
Fbxl20,F1_Aged
Fgd4,F1_Aged
Fgd5,F1_Aged
Fgf1,F1_Aged
Fhod3,F1_Aged
Filip1,F1_Aged
Fip1l1,F1_Aged
Fndc3a,F1_Aged
Fryl,F1_Aged
Fsd1l,F1_Aged
Fsd2,F1_Aged
Fto,F1_Aged
Fyttd1,F1_Aged
Gigyf2,F1_Aged
Gli3,F1_Aged
Gm12295,F1_Aged
Gm13481,F1_Aged
Gm20619,F1_Aged
Gm26862,F1_Aged
Gna13,F1_Aged
Gnb1,F1_Aged
Got1,F1_Aged
Gpatch2,F1_Aged
Gpatch8,F1_Aged
Grb10,F1_Aged
Grm1,F1_Aged
Hdac4,F1_Aged
Hibadh,F1_Aged
Hk2,F1_Aged
Hmbox1,F1_Aged
Hmcn1,F1_Aged
Hmg20a,F1_Aged
Homer2,F1_Aged
Hspa4,F1_Aged
Hspa9,F1_Aged
Ints8,F1_Aged
Irs1,F1_Aged
Itgb1,F1_Aged
Kcnd2,F1_Aged
Kcnd3,F1_Aged
Kcnj3,F1_Aged
Kcnn2,F1_Aged
Kcnq1,F1_Aged
Kdm4c,F1_Aged
Kdm5a,F1_Aged
Kif13a,F1_Aged
Kmt2a,F1_Aged
Lcorl,F1_Aged
Ldb3,F1_Aged
Limd1,F1_Aged
Lin52,F1_Aged
Lmo7,F1_Aged
Lmod2,F1_Aged
Lncpint,F1_Aged
Lncppara,F1_Aged
Lpgat1,F1_Aged
Lpin1,F1_Aged
Lrrc2,F1_Aged
Macf1,F1_Aged
Malt1,F1_Aged
Man1a2,F1_Aged
Map3k1,F1_Aged
Map3k7,F1_Aged
Map4,F1_Aged
Mapk10,F1_Aged
Mapk14,F1_Aged
Mapre2,F1_Aged
Mapt,F1_Aged
Mark2,F1_Aged
Mat2a,F1_Aged
Mbnl2,F1_Aged
Mcmbp,F1_Aged
Mdh1,F1_Aged
Meis1,F1_Aged
Memo1,F1_Aged
Mff,F1_Aged
Mgll,F1_Aged
Mhrt,F1_Aged
Mitf,F1_Aged
Mlip,F1_Aged
Mnat1,F1_Aged
Mon2,F1_Aged
Mpc1,F1_Aged
Mtch2,F1_Aged
Mtdh,F1_Aged
Myh7,F1_Aged
Myo6,F1_Aged
Myocd,F1_Aged
Myof,F1_Aged
Myom1,F1_Aged
Mypn,F1_Aged
Myzap,F1_Aged
Naa15,F1_Aged
Nampt,F1_Aged
Nav2,F1_Aged
Nbas,F1_Aged
Nceh1,F1_Aged
Ncoa1,F1_Aged
Neat1,F1_Aged
Nebl,F1_Aged
Nek1,F1_Aged
Nek7,F1_Aged
Nexn,F1_Aged
Nfkbiz,F1_Aged
Nfyc,F1_Aged
Nipsnap2,F1_Aged
Nnt,F1_Aged
Npepps,F1_Aged
Nrap,F1_Aged
Nrdc,F1_Aged
Nsmce2,F1_Aged
Obscn,F1_Aged
Opa1,F1_Aged
Parva,F1_Aged
Pbrm1,F1_Aged
Pcm1,F1_Aged
Pde4dip,F1_Aged
Pdgfra,F1_Aged
Pdia3,F1_Aged
Pds5a,F1_Aged
Pdss2,F1_Aged
Pecam1,F1_Aged
Per3,F1_Aged
Pfkfb2,F1_Aged
Pgm5,F1_Aged
Phactr2,F1_Aged
Phf14,F1_Aged
Phf20,F1_Aged
Pias1,F1_Aged
Pkig,F1_Aged
Pkn2,F1_Aged
Plekha1,F1_Aged
Pln,F1_Aged
Ppargc1a,F1_Aged
Ppfia1,F1_Aged
Ppip5k2,F1_Aged
Ppm1b,F1_Aged
Ppp1r12b,F1_Aged
Ppp1r9a,F1_Aged
Ppp4r3a,F1_Aged
Prkag2,F1_Aged
Prkd1,F1_Aged
Prune2,F1_Aged
Psma3,F1_Aged
Psmd1,F1_Aged
Pstpip2,F1_Aged
Ptges3,F1_Aged
Ptpn9,F1_Aged
Pum1,F1_Aged
Pxk,F1_Aged
Pygb,F1_Aged
Rabep1,F1_Aged
Rapgef4,F1_Aged
Rarb,F1_Aged
Rasa2,F1_Aged
Rb1cc1,F1_Aged
Rbfox1,F1_Aged
Rbm24,F1_Aged
Rbm5,F1_Aged
Rdx,F1_Aged
Relch,F1_Aged
Resf1,F1_Aged
Rfx7,F1_Aged
Rhoj,F1_Aged
Rhot1,F1_Aged
Rmdn1,F1_Aged
Rnf13,F1_Aged
Rnls,F1_Aged
Rprd1b,F1_Aged
Rprd2,F1_Aged
Rrbp1,F1_Aged
Rsrc2,F1_Aged
Sacm1l,F1_Aged
Scaf4,F1_Aged
Scfd2,F1_Aged
Sdha,F1_Aged
Sdk1,F1_Aged
Sec14l1,F1_Aged
Sec24a,F1_Aged
Senp2,F1_Aged
Senp7,F1_Aged
Serpinb6a,F1_Aged
Sesn1,F1_Aged
Setx,F1_Aged
Shb,F1_Aged
Shld1,F1_Aged
Slc12a2,F1_Aged
Slc20a2,F1_Aged
Slc25a12,F1_Aged
Slc25a13,F1_Aged
Slc30a9,F1_Aged
Slc38a2,F1_Aged
Smad1,F1_Aged
Snta1,F1_Aged
Snx6,F1_Aged
Socs2,F1_Aged
Socs5,F1_Aged
Sorbs2,F1_Aged
Sos2,F1_Aged
Sox5,F1_Aged
Spred2,F1_Aged
Ssbp2,F1_Aged
St7l,F1_Aged
Stard7,F1_Aged
Stx7,F1_Aged
Supt3,F1_Aged
Svil,F1_Aged
Syncrip,F1_Aged
Taf3,F1_Aged
Tanc1,F1_Aged
Tango2,F1_Aged
Tbc1d23,F1_Aged
Tbx20,F1_Aged
Tecrl,F1_Aged
Tef,F1_Aged
Tenm3,F1_Aged
Tent2,F1_Aged
Tfdp2,F1_Aged
Tjp2,F1_Aged
Tlk1,F1_Aged
