gene,padj_Aged,padj_Young
Actn2,0.03918763807054,0.0267121833082591
Agps,2.25922886479234e-9,0.00388878462500692
Appbp2,0.014016592327995,0.0454667300208695
Bltp3b,0.0966757153933526,5.3523495710176e-7
Brd10,0.0235391498606884,0.01373181289362
Cebpb,0.0155461489148489,1.0564695189378e-4
Cox7c,0.0368974555299808,0.0478613015452154
Dctn4,0.0665112416285968,3.43812031597536e-5
Ddr2,0.002469238363305,6.71683944862797e-8
Eif3a,0.00592720183385378,1.5697033836688e-4
Eif4g1,0.0324605719610527,0.0415104289146405
Evi5,0.0113942000103146,1.4418297282179e-4
Fam120a,0.0385405832690792,7.5666697940622e-4
Fam222b,0.0893937842986719,0.0200519984455457
Fbxl3,6.4193597557272e-4,2.59680331706964e-6
Fbxo3,0.00153940288003371,3.52693432445588e-6
Fbxw4,0.0770235571364721,0.00368874325716622
Foxo3,9.4557754425378e-4,0.015912039100715
Gm12940,0.00977221881529423,1.3563590595125e-4
Hps3,0.0589004433972502,0.00206152418762967
Itgb5,0.0412393566450113,9.2981456376649e-4
Kdm3b,0.042149973657528,2.70555377211539e-6
Kpna3,0.0997101858115771,2.87539404901048e-5
Kras,4.34288236738979e-6,7.5666697940622e-4
Lrrc10,0.0720827992376284,0.0371573750413799
Mcl1,0.00323210138567559,0.00196890063866399
Nr1d2,0.0186771899173295,3.2222061392150804e-9
Ostf1,0.00642609625807685,4.90100935674239e-5
Phactr4,0.0207000754206869,1.71608756908209e-5
Ppp4r1,0.0597543503177013,0.0111034692893219
Prkag1,0.00216872505399595,9.92961506893736e-6
Rabgap1,0.0117497291990528,0.0692956931704381
Rassf1,0.0962124246922195,2.60309974853208e-8
Rprd1a,0.063380337437023,7.7340510663513e-4
Scaper,0.0292684986012856,1.01559980193455e-5
Sclt1,0.00371130278881122,4.8052266614335e-4
Sema5a,0.072511022226794,0.0371573750413799
Serpine1,0.00188273689206591,5.06215256539159e-7
Sfmbt1,0.0490892216696645,2.7040282548015e-4
Slc25a46,3.2684301216443e-13,4.1158128316127e-4
Smc6,2.27718472246584e-7,0.0334967032674524
Sucla2,0.0321398229292814,2.1249444538033e-4
Tab2,0.0623102337169681,0.00143685592605964
Tax1bp1,0.00980057320011293,0.0984404994157133
Tcf20,4.8954808253962e-4,7.99814696251413e-7
Tjp1,0.00116129611959438,1.8070066646413e-4
Ttc7b,0.00100486539439129,0.0184112959480464
Vps8,0.00569990399086346,0.0332418486291869
Xrn1,0.0373230537832487,0.0102953538211842
Ybx1,0.0714138847904209,5.74501398564593e-5
Zbtb11,9.6402455943339e-4,2.7272830431434e-4
Zyg11b,0.0585208984926944,5.99395792096104e-7
