"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"1700025G04Rik",TRUE,4,43.3365837921253,42.1750959698175,23,22,0.0268015547298146
"2210408F21Rik",TRUE,3,42.1798404091931,36.846658742264,30,29,0.126439114401362
"2610307P16Rik",TRUE,3,29.1606637551141,27.1960556988641,24,23,0.0673718565787272
"4732440D04Rik",TRUE,4,28.275826321785,25.2773399352161,21,20,0.106044164808677
"5031425E22Rik",TRUE,4,31.6632535750055,31.2106777123192,28,27,0.0142934099180361
"9530026P05Rik",TRUE,4,68.4610935288066,67.1306843662848,35,34,0.0194330691192069
"Abca1",TRUE,4,29.5407695433266,29.4825174704052,19,18,0.00197192130814372
"Abca6",TRUE,4,42.4564825045873,29.1589514854898,22,21,0.313203785020599
"Abca8a",TRUE,4,82.2309565856584,81.7307917088977,39,38,0.00608244020899484
"Abca8b",TRUE,3,52.6201309627859,52.3842456395197,22,21,0.0044827962027133
"Abca9",TRUE,4,45.5943297586989,39.9649135096489,23,22,0.123467463582487
"Abi1",TRUE,4,51.0737515431475,48.4272822128828,28,27,0.0518166230265849
"Ablim1",TRUE,3,53.2365161032703,52.9601621105059,36,35,0.0051910608167588
"Ablim3",TRUE,3,31.6854560935558,29.389323980522,20,19,0.0724664371645517
"Acacb",TRUE,4,21.6653901647339,21.5889275269406,17,16,0.0035292527488282
"Acadsb",TRUE,3,33.320085296692,33.22331288594,18,17,0.00290432662132478
"Acss1",TRUE,4,37.4055550875314,37.2866006882044,15,14,0.00318012656271471
"Actn2",TRUE,4,24.2491935974184,20.1750317415404,19,18,0.168012261501004
"Acyp2",TRUE,4,46.1265762946419,40.6823678738632,30,29,0.118027585355628
"Adamts5",TRUE,5,34.2299106622301,32.9291600079452,14,13,0.038000410434028
"Adamts9",TRUE,3,52.5622856640323,51.0457656166554,36,35,0.0288518664707654
"Adamtsl3",TRUE,3,42.1821594118714,40.7183287223948,25,24,0.0347026019977695
"Adarb1",TRUE,4,31.7664347273908,31.0163462535715,19,18,0.0236126112437972
"Adcy9",TRUE,3,27.9601198842706,27.0152125348837,20,19,0.0337948246752149
"Adgrf5",TRUE,4,33.9682275596747,33.0386543986608,26,25,0.0273659601279114
"Adgrl2",TRUE,4,36.5364928569267,31.9956335488826,25,24,0.124282845806401
"Adgrl4",TRUE,3,59.6161261695827,59.4252035346319,38,37,0.00320253339520327
"Adk",TRUE,4,39.9683085042619,39.4151153268849,25,24,0.0138407953220747
"Aff1",TRUE,3,40.9602958166801,40.9434668368616,27,26,0.000410860797827817
"Agap1",TRUE,3,37.0838179237369,36.2826882113135,23,22,0.0216032155607851
"Agmo",TRUE,4,23.680644798606,20.9967852505274,19,18,0.113335577257449
"Ago3",TRUE,3,42.3507950416375,41.1933285591064,25,24,0.0273304546323886
"Ahnak",TRUE,3,33.2710646668774,32.448601953882,25,24,0.0247200599448854
"Airn",TRUE,4,133.506432996538,124.25594427196,40,39,0.0692887115396048
"Akap13",TRUE,3,44.2544033410092,43.3152802072736,29,28,0.0212210099523672
"Akap6",TRUE,3,26.5773212361817,26.5577694663009,19,18,0.000735656152366593
"Akt3",TRUE,3,60.7817314220697,58.9177395606079,33,32,0.0306669753863749
"Ambra1",TRUE,4,38.4049940129172,36.6665166873809,26,25,0.0452669599415018
"Ank",TRUE,3,31.4356875107768,30.1350157013472,19,18,0.0413756438119475
"Ank2",TRUE,3,60.5938259866919,59.2601235644721,36,35,0.0220105332598188
"Ank3",TRUE,4,19.0797922830155,18.5849845701036,14,13,0.0259336006164191
"Ankrd11",TRUE,4,32.3289999574968,31.7983711617376,30,29,0.0164133996243858
"Ankrd12",TRUE,4,42.3224429237688,42.2561952670027,28,27,0.00156530795931209
"Ankrd17",TRUE,4,56.9067260869946,56.299161656136,36,35,0.0106764959546228
"Ankrd44",TRUE,3,34.6330181982588,33.751677972084,24,23,0.0254479762961893
"Ano6",TRUE,3,27.465414091939,27.2765596999513,23,22,0.00687608027155462
"Aopep",TRUE,4,54.9489660668979,54.7399012101225,30,29,0.00380470956488776
"Ap1g1",TRUE,4,24.6821880835994,23.7372807342125,19,18,0.038282965277895
"Ap3b1",TRUE,3,28.0371099788781,28.0130293911026,21,20,0.000858882666355698
"Apbb2",TRUE,3,49.6646839395815,49.1308318172125,36,35,0.0107491295629393
"Apc",TRUE,4,31.7010601463971,30.7998087616815,18,17,0.028429692273811
"App",TRUE,3,61.3486565073662,55.682445259258,33,32,0.092360804142922
"Aqp1",TRUE,3,44.0731115411078,43.9385651159278,28,27,0.00305280068675107
"Arb2a",TRUE,3,59.1911521176286,51.7377302805063,31,30,0.125921215763976
"Arfgef1",TRUE,3,27.215924287227,26.7676320802124,24,23,0.0164716877620433
"Arhgap10",TRUE,4,33.4732070931205,33.2683856645229,21,20,0.00611896637295006
"Arhgap21",TRUE,4,54.6438584635042,53.2971987046297,28,27,0.0246443021547212
"Arhgap24",TRUE,4,51.6712899443672,51.4514468482424,33,32,0.0042546469492345
"Arhgap26",TRUE,4,60.3060426637646,58.5704167548608,35,34,0.0287802984948087
"Arhgap29",TRUE,4,33.124975525473,33.0158506994996,23,22,0.0032943368030397
"Arhgap42",TRUE,3,44.4093447511,42.0471889907975,29,28,0.0531905114462181
"Arhgef12",TRUE,3,34.8533088264808,34.351656474233,33,32,0.0143932489952475
"Arhgef3",TRUE,3,29.61295402974,28.7237259876953,24,23,0.030028346417304
"Arid1b",TRUE,4,45.8458227143438,40.78601023121,35,34,0.110365834520202
"Arid2",TRUE,4,31.3462413465833,31.2522610434317,23,22,0.00299813627134737
"Arid4b",TRUE,4,30.9351575218749,30.1864568307704,23,22,0.0242022588886156
"Arih1",TRUE,4,40.6968031187207,37.6384809318424,29,28,0.0751489540334778
"Arl15",TRUE,3,65.5071699822111,65.489032352951,42,41,0.000276880061602758
"Asap1",TRUE,3,66.8134479592416,66.8086114444742,39,38,7.23883426921867e-05
"Asb3",TRUE,4,33.0632184862433,32.7346713636899,19,18,0.00993693710399113
"Ascc3",TRUE,4,42.0286374149678,39.9266288035484,24,23,0.0500137225641016
"Ash1l",TRUE,3,41.8964973778652,41.1856628659281,28,27,0.0169664424576124
"Asph",TRUE,3,30.1033537230888,29.6127719185544,25,24,0.0162965830666972
"Atad2b",TRUE,4,44.429475682332,44.2107798669914,28,27,0.00492231366636431
"Ate1",TRUE,3,28.9802998115402,28.5798487411276,20,19,0.0138180444307588
"Atf6",TRUE,4,42.4509130721051,41.9520906380109,19,18,0.0117505701996771
"Atf7",TRUE,4,45.3426842145244,44.5925957407051,24,23,0.0165426570308569
"Atosa",TRUE,4,42.8496477144265,42.7139499107576,22,21,0.00316683592297551
"Atp2a2",TRUE,4,85.0789605386015,84.828246773528,36,35,0.00294683625054082
