"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"0610043K17Rik",0.641141141141141,111,-78.8817563588379,-77.985882172993,-0.895874185844932,0.180713286319088,0.633206736519797
"1110059E24Rik",0.433076923076923,130,-95.7763367131245,-95.7371464435006,-0.0391902696238873,0.779504168340722,0.968298556118483
"1500002F19Rik",0.65,60,-42.6221423325923,-39.2376175482042,-3.38452478438812,0.00927522168082518,0.118413663458535
"1500004A13Rik",0.390873015873016,210,-154.204259087076,-154.146536672768,-0.0577224143081594,0.734028438752444,0.948898991243954
"1600010M07Rik",0.513888888888889,228,-172.53002280659,-172.127686307922,-0.402336498667438,0.369699882357035,0.790855401425226
"1600020E01Rik",0.334532374100719,139,-95.2136988946356,-92.0773044035714,-3.13639449106417,0.0122606009492809,0.141130906555521
"1700025G04Rik",0.496860961365678,424,-350.70449661539,-350.70757382499,0.00307720960000779,1,1
"2210408F21Rik",0.487140992167102,766,-644.201799934315,-644.162403548195,-0.0393963861201883,0.778940123115267,0.968298556118483
"2210408I21Rik",0.616573033707865,178,-146.898244997449,-139.364605605664,-7.53363939178485,0.000103746165381046,0.00346890948214562
"2610035D17Rik",0.650713557594292,327,-258.120501493965,-252.654334713866,-5.46616678009934,0.000945003926121643,0.022493229043788
"2610037D02Rik",0.504712301587302,336,-252.751579934572,-251.864801391781,-0.886778542791063,0.182942473641014,0.63592207278309
"2610307P16Rik",0.557807807807808,111,-95.1967444773894,-95.0378375559137,-0.15890692147569,0.572924416663828,0.890522782975625
"2700049A03Rik",0.646723646723647,117,-80.586456694749,-80.5857827817896,-0.000673912959328504,0.970714043487088,1
"2700097O09Rik",0.622047244094488,127,-87.4014944957341,-84.4945941464782,-2.90690034925591,0.0159008928031411,0.168741716321495
"2900026A02Rik",0.464912280701754,114,-84.9478515808158,-84.1653734982158,-0.782478082600022,0.210941015370847,0.67819333076999
"2900093K20Rik",0.587301587301587,63,-48.1203446865097,-47.538115445976,-0.58222924053365,0.280542806131009,0.740911571700109
"3110056K07Rik",0.451830443159923,173,-125.717898578791,-125.531562119518,-0.186336459273733,0.541550891361821,0.881532397700135
