gene,condition,padj,status,padj_other,celltype
Abca8a,F1_Aged,0.00152702927123135,shared,3.86158114103463e-14,Coronary_EC
Agmo,F1_Aged,8.351063154092379e-11,shared,3.9067204464094e-4,Coronary_EC
Ahnak,F1_Aged,1.2924149481339599e-11,shared,0.00359791481652921,Coronary_EC
Apba1,F1_Aged,2.8491530726323495e-23,shared,1.5229588393573e-23,Coronary_EC
Aqp1,F1_Aged,5.255725164454851e-9,shared,4.91287034531461e-7,Coronary_EC
Arhgap18,F1_Aged,1.3627410210665098e-11,shared,2.4803974359051e-4,Coronary_EC
Arl15,F1_Aged,1.3129953682427e-4,shared,1.48610352695277e-7,Coronary_EC
Auts2,F1_Aged,0.00410001162733001,shared,0.0190716393346166,Coronary_EC
Bach2,F1_Aged,1.3259687946004e-4,shared,0.0499411436492608,Coronary_EC
Bcl2,F1_Aged,0.00267106357427842,shared,7.56938967663466e-11,Coronary_EC
Cacna1c,F1_Aged,4.89288245049465e-17,shared,1.0134595974521199e-25,Coronary_EC
Cald1,F1_Aged,9.38497581870187e-6,shared,2.3230204391598903e-15,Coronary_EC
Car8,F1_Aged,0.0038003221329321,shared,3.9067204464094e-4,Coronary_EC
Cd9,F1_Aged,2.28475585270452e-16,shared,6.86761756744041e-45,Coronary_EC
Cdk14,F1_Aged,0.0390773652999282,shared,2.52444759782206e-24,Coronary_EC
Celf2,F1_Aged,9.994526936359069e-34,shared,4.69209142632536e-28,Coronary_EC
Col4a1,F1_Aged,1.2461336605794e-24,shared,1.89504804697775e-26,Coronary_EC
Col8a1,F1_Aged,7.68864934566021e-11,shared,1.6037328296846e-4,Coronary_EC
Colec12,F1_Aged,0.0787049446050998,shared,0.0147886519536379,Coronary_EC
Creb5,F1_Aged,7.30942841413547e-5,shared,1.44804751648621e-24,Coronary_EC
D5Ertd615e,F1_Aged,1.3154091618823199e-18,shared,6.94337889052339e-7,Coronary_EC
Dcn,F1_Aged,2.29583190950475e-5,shared,1.4457779661183298e-19,Coronary_EC
Dlc1,F1_Aged,1.18171355118199e-6,shared,8.4118267139328e-4,Coronary_EC
Dnm3,F1_Aged,7.780758965909829e-36,shared,1.2560138806265101e-17,Coronary_EC
Efna5,F1_Aged,4.8272192383485e-52,shared,2.82260684778635e-41,Coronary_EC
Eln,F1_Aged,2.5509293460500198e-48,shared,1.35197029516552e-33,Coronary_EC
Emcn,F1_Aged,9.082795739890681e-9,shared,1.0232209955757e-15,Coronary_EC
Entpd1,F1_Aged,1.0656234082690699e-50,shared,1.1546880965061101e-10,Coronary_EC
Epb41l4a,F1_Aged,0.0160386297631571,shared,4.3451148248169e-4,Coronary_EC
Errfi1,F1_Aged,1.1158865915671e-5,shared,1.54948066821218e-19,Coronary_EC
Etv6,F1_Aged,5.7907929245775e-4,shared,3.73568996097464e-14,Coronary_EC
Fam135a,F1_Aged,6.8343217429022e-11,shared,3.8784538780854e-7,Coronary_EC
Fam168a,F1_Aged,1.82878461164859e-13,shared,9.2491873753047e-5,Coronary_EC
Flnb,F1_Aged,3.39355161783464e-21,shared,1.09093137666049e-6,Coronary_EC
Flrt2,F1_Aged,0.0927034342579541,shared,0.046903181505686,Coronary_EC
Gm12002,F1_Aged,0.00511810302865281,shared,0.0407246211578549,Coronary_EC
Gulp1,F1_Aged,5.84428006748212e-5,shared,0.0127624255755791,Coronary_EC
Hba-a2,F1_Aged,1.0656234082690699e-50,shared,8.8012296148945e-24,Coronary_EC
Hbb-bs,F1_Aged,7.543299392190589e-75,shared,4.53792405127949e-36,Coronary_EC
Hecw2,F1_Aged,8.11989969929687e-10,shared,0.00862141329632536,Coronary_EC
Hivep2,F1_Aged,6.8279971441112596e-12,shared,4.76518284179186e-7,Coronary_EC
Hmcn1,F1_Aged,2.41029522463177e-15,shared,2.4498690276415898e-11,Coronary_EC
Igfbp5,F1_Aged,4.68157336047575e-6,shared,3.29147015090203e-19,Coronary_EC
Insr,F1_Aged,7.689271530560671e-17,shared,6.42970612405187e-13,Coronary_EC
Itga1,F1_Aged,1.73057176102377e-7,shared,8.143815386665869e-11,Coronary_EC
Itga6,F1_Aged,6.858619240396849e-31,shared,2.7707279531739997e-13,Coronary_EC
Kcnt2,F1_Aged,0.026299410467952,shared,7.24311179644295e-10,Coronary_EC
Klf12,F1_Aged,8.36695436738655e-9,shared,6.42970612405187e-13,Coronary_EC
Lama2,F1_Aged,1.2707864325099702e-15,shared,4.354527567104949e-25,Coronary_EC
Ldb2,F1_Aged,2.12972804255136e-42,shared,1.5238380875563298e-28,Coronary_EC
Ldlrad4,F1_Aged,4.66375682387485e-24,shared,2.3483527054698297e-25,Coronary_EC
Lhfpl6,F1_Aged,5.98042558602147e-6,shared,2.4692751836993496e-19,Coronary_EC
Limch1,F1_Aged,7.14883974110425e-12,shared,7.9018867169004695e-22,Coronary_EC
Lnx1,F1_Aged,5.07239030354548e-16,shared,5.11498569078625e-29,Coronary_EC
Mast4,F1_Aged,7.97422210863501e-20,shared,4.29119623674574e-10,Coronary_EC
Mb,F1_Aged,3.6087390560075e-11,shared,9.720190976708481e-17,Coronary_EC
Mcc,F1_Aged,0.0312667946575751,shared,1.03824498179119e-14,Coronary_EC
Mctp1,F1_Aged,1.5177553948648597e-42,shared,2.99464157311843e-18,Coronary_EC
Mgp,F1_Aged,1.608421600396e-42,shared,1.48761671472901e-45,Coronary_EC
Mir99ahg,F1_Aged,1.01438160203931e-10,shared,1.1461420361577499e-11,Coronary_EC
Msrb3,F1_Aged,2.72248972151616e-15,shared,0.0472054943017377,Coronary_EC
Myh6,F1_Aged,5.1081602926790894e-36,shared,1.09148030998734e-20,Coronary_EC
Myo10,F1_Aged,2.33217361598709e-39,shared,5.865974385760449e-35,Coronary_EC
Myo1e,F1_Aged,2.1019032021615097e-30,shared,0.0185796707258149,Coronary_EC
Myo6,F1_Aged,8.83720390260279e-7,shared,1.10980982467075e-5,Coronary_EC
Nav3,F1_Aged,2.34640995900603e-51,shared,3.22094719723986e-46,Coronary_EC
